Aged 3rd H,,,,,
T (K),V (mm3),,,,
737.349524,130.718450,,,,
737.521979,130.719273,,,,
737.675604,130.719685,,,,
737.931372,130.721743,,,,
738.100989,130.721537,,,,
738.211462,130.722361,,,,
738.484991,130.723699,,,,
738.707007,130.725345,,,,
738.764166,130.726890,,,,
739.039465,130.728227,,,,
738.967383,130.729154,,,,
739.257727,130.729771,,,,
739.377539,130.731109,,,,
739.706213,130.732859,,,,
739.669714,130.733168,,,,
739.959021,130.734300,,,,
740.084448,130.736153,,,,
740.267950,130.736462,,,,
740.512335,130.737491,,,,
740.732245,130.739549,,,,
740.739783,130.740785,,,,
741.015021,130.741402,,,,
741.187231,130.741505,,,,
741.255560,130.743564,,,,
741.343512,130.744799,,,,
741.687964,130.746961,,,,
741.725378,130.747372,,,,
741.869452,130.748711,,,,
742.166083,130.750049,,,,
742.376593,130.751902,,,,
742.429999,130.751593,,,,
742.705969,130.752004,,,,
742.806036,130.753446,,,,
742.927710,130.755092,,,,
743.135291,130.755916,,,,
743.226080,130.757460,,,,
743.447791,130.758181,,,,
743.457129,130.759931,,,,
743.759192,130.760343,,,,
744.100562,130.761269,,,,
744.095892,130.764563,,,,
744.238043,130.763225,,,,
744.400763,130.766313,,,,
744.639166,130.766107,,,,
744.813147,130.766828,,,,
744.880438,130.768166,,,,
745.092688,130.768784,,,,
745.286139,130.769402,,,,
745.435736,130.772181,,,,
745.676978,130.772181,,,,
745.889136,130.773725,,,,
745.858221,130.774549,,,,
745.873206,130.776093,,,,
746.264868,130.775681,,,,
746.481696,130.778255,,,,
746.529333,130.777226,,,,
746.663916,130.779079,,,,
746.946051,130.780726,,,,
747.086279,130.781859,,,,
747.356329,130.783918,,,,
747.469336,130.784844,,,,
747.696387,130.785565,,,,
747.864539,130.786697,,,,
748.023322,130.787212,,,,
748.071021,130.789683,,,,
748.387610,130.791124,,,,
748.323187,130.790816,,,,
748.706061,130.792360,,,,
748.739722,130.793698,,,,
748.999365,130.793904,,,,
749.128210,130.796170,,,,
749.171240,130.797508,,,,
749.445715,130.798126,,,,
749.493384,130.798744,,,,
749.784705,130.800597,,,,
749.987280,130.801215,,,,
750.312140,130.801523,,,,
750.289709,130.803480,,,,
750.416693,130.804613,,,,
750.726569,130.805539,,,,
750.986090,130.806672,,,,
750.993597,130.807598,,,,
751.093451,130.810173,,,,
751.219366,130.810173,,,,
751.481665,130.811305,,,,
751.608557,130.812644,,,,
751.773779,130.813571,,,,
751.906195,130.813674,,,,
752.262701,130.815630,,,,
752.224463,130.817071,,,,
752.513647,130.818410,,,,
752.631171,130.818719,,,,
752.725470,130.820058,,,,
752.862555,130.820984,,,,
753.071539,130.822220,,,,
753.313086,130.823559,,,,
753.482886,130.824382,,,,
753.646063,130.825825,,,,
753.859686,130.826442,,,,
754.008826,130.827987,,,,
754.279272,130.828811,,,,
754.295081,130.830046,,,,
754.442480,130.830149,,,,
754.602820,130.831900,,,,
754.816290,130.832621,,,,
754.813544,130.835195,,,,
755.155707,130.834578,,,,
755.261084,130.837255,,,,
755.402747,130.838491,,,,
755.646033,130.838388,,,,
755.767157,130.840035,,,,
755.904181,130.841890,,,,
756.050513,130.842301,,,,
756.122290,130.843228,,,,
756.439124,130.843846,,,,
756.562201,130.846421,,,,
756.812842,130.846112,,,,
756.852942,130.848480,,,,
757.115637,130.850231,,,,
757.251685,130.850334,,,,
757.397040,130.850643,,,,
757.575903,130.852085,,,,
757.764990,130.853836,,,,
757.974615,130.853321,,,,
758.036078,130.855484,,,,
758.108740,130.855896,,,,
758.401129,130.857441,,,,
758.565131,130.858471,,,,
758.737433,130.858780,,,,
758.891058,130.861766,,,,
758.987921,130.862899,,,,
759.350134,130.863414,,,,
759.428351,130.864650,,,,
759.574530,130.866607,,,,
759.795203,130.866916,,,,
759.846411,130.867019,,,,
760.201117,130.870109,,,,
760.176886,130.870418,,,,
760.483160,130.870624,,,,
760.637640,130.870933,,,,
760.730719,130.874538,,,,
760.895453,130.875774,,,,
761.222174,130.876907,,,,
761.187750,130.877422,,,,
761.592535,130.878144,,,,
761.638098,130.879482,,,,
761.854956,130.880924,,,,
761.955420,130.881542,,,,
762.130377,130.882573,,,,
762.264349,130.883500,,,,
762.528571,130.884736,,,,
762.718298,130.884941,,,,
762.706244,130.887413,,,,
762.904333,130.888341,,,,
763.024359,130.889268,,,,
763.186194,130.890504,,,,
763.562872,130.891740,,,,
763.602911,130.893079,,,,
763.674475,130.893697,,,,
763.996222,130.894625,,,,
764.255682,130.895861,,,,
764.314337,130.896273,,,,
764.471381,130.897818,,,,
764.595007,130.898642,,,,
764.789343,130.901114,,,,
765.042212,130.901732,,,,
765.176062,130.903896,,,,
765.329413,130.904514,,,,
765.362006,130.904308,,,,
765.586920,130.906677,,,,
765.828619,130.907604,,,,
765.965186,130.908326,,,,
766.138068,130.909562,,,,
766.401068,130.909562,,,,
766.537634,130.911828,,,,
766.624060,130.913477,,,,
766.778296,130.914301,,,,
767.123999,130.915846,,,,
767.128577,130.915228,,,,
767.348822,130.916567,,,,
767.478796,130.917289,,,,
767.689734,130.919040,,,,
767.845801,130.920688,,,,
767.934973,130.921719,,,,
768.075232,130.922337,,,,
768.235846,130.923058,,,,
768.431860,130.924603,,,,
768.564612,130.927179,,,,
768.707709,130.927694,,,,
768.915717,130.928930,,,,
769.114386,130.928312,,,,
769.378058,130.930064,,,,
769.386420,130.930888,,,,
769.568396,130.932846,,,,
769.764288,130.933155,,,,
770.046545,130.933979,,,,
769.894232,130.935422,,,,
770.242407,130.936761,,,,
770.380713,130.938410,,,,
770.526404,130.939543,,,,
770.758398,130.940676,,,,
770.967291,130.942222,,,,
771.108282,130.942943,,,,
771.396002,130.943974,,,,
771.577887,130.946034,,,,
771.636328,130.947477,,,,
771.900763,130.947580,,,,
771.890601,130.949125,,,,
771.997290,130.949023,,,,
772.301611,130.950465,,,,
772.391547,130.951496,,,,
772.677252,130.951701,,,,
772.812689,130.952629,,,,
773.008429,130.954072,,,,
772.989813,130.955720,,,,
773.226324,130.957369,,,,
773.378485,130.958193,,,,
773.715186,130.959842,,,,
773.656622,130.959945,,,,
773.938574,130.960976,,,,
773.969153,130.962624,,,,
774.331793,130.963758,,,,
774.291815,130.964891,,,,
774.718359,130.964994,,,,
774.620917,130.966231,,,,
774.890784,130.967777,,,,
775.191077,130.968704,,,,
775.242957,130.970869,,,,
775.478430,130.970869,,,,
775.705481,130.971486,,,,
775.721198,130.974063,,,,
775.925238,130.974681,,,,
776.129950,130.975609,,,,
776.230933,130.977155,,,,
776.321722,130.979113,,,,
776.616400,130.978701,,,,
776.842505,130.981380,,,,
776.828619,130.981999,,,,
777.076880,130.983132,,,,
777.198218,130.983029,,,,
777.343634,130.984472,,,,
777.490027,130.985193,,,,
777.701239,130.986018,,,,
777.960577,130.987976,,,,
778.044806,130.987976,,,,
778.226385,130.990552,,,,
778.484778,130.991171,,,,
778.710730,130.993438,,,,
778.768103,130.993954,,,,
778.793219,130.994159,,,,
779.141272,130.996427,,,,
779.273718,130.997870,,,,
779.518103,130.997355,,,,
779.731024,130.998488,,,,
779.718970,130.999622,,,,
779.811560,131.001683,,,,
780.192023,131.002714,,,,
780.352179,131.002920,,,,
780.507635,131.005394,,,,
780.601111,131.006219,,,,
780.678839,131.006631,,,,
781.111029,131.008898,,,,
781.095251,131.008898,,,,
781.407202,131.010033,,,,
781.474677,131.011063,,,,
781.570898,131.012094,,,,
781.819800,131.013640,,,,
781.940009,131.014155,,,,
782.080664,131.015186,,,,
782.261084,131.016629,,,,
782.372992,131.017041,,,,
782.488593,131.018072,,,,
782.821570,131.018484,,,,
782.927039,131.020340,,,,
783.065741,131.022814,,,,
783.162848,131.022814,,,,
783.287726,131.024978,,,,
783.456915,131.024669,,,,
783.738959,131.026318,,,,
783.983954,131.026628,,,,
783.931342,131.027658,,,,
784.348212,131.029514,,,,
784.424017,131.030648,,,,
784.681097,131.031988,,,,
784.759619,131.033019,,,,
784.950079,131.034050,,,,
785.002692,131.035389,,,,
785.241187,131.037761,,,,
785.342017,131.037142,,,,
785.442786,131.039307,,,,
785.786536,131.039616,,,,
785.902014,131.040750,,,,
786.218970,131.043121,,,,
786.339087,131.043843,,,,
786.343726,131.044255,,,,
786.583044,131.045596,,,,
786.779761,131.047245,,,,
786.954321,131.047864,,,,
787.042151,131.048276,,,,
787.291541,131.049926,,,,
787.447668,131.050544,,,,
787.726599,131.050544,,,,
787.706274,131.053224,,,,
787.819006,131.053843,,,,
788.031287,131.055390,,,,
788.115393,131.057039,,,,
788.467261,131.057761,,,,
788.650977,131.058070,,,,
788.730383,131.058998,,,,
789.011084,131.060854,,,,
789.102454,131.062091,,,,
789.278784,131.064566,,,,
789.272314,131.064566,,,,
789.680334,131.065493,,,,
789.721045,131.066524,,,,
789.924963,131.068174,,,,
790.144629,131.069514,,,,
790.262732,131.070133,,,,
790.426184,131.071061,,,,
790.687292,131.073020,,,,
790.642981,131.073020,,,,
790.848792,131.075701,,,,
791.144080,131.076216,,,,
791.266760,131.077350,,,,
791.371008,131.078691,,,,
791.673621,131.080238,,,,
791.858130,131.081372,,,,
791.950354,131.081990,,,,
792.162573,131.082300,,,,
792.473425,131.083434,,,,
792.380286,131.085393,,,,
792.698401,131.086527,,,,
792.862585,131.087868,,,,
792.920691,131.087352,,,,
793.224036,131.088280,,,,
793.284949,131.090136,,,,
793.390051,131.090755,,,,
793.607642,131.093230,,,,
793.840918,131.094570,,,,
793.971838,131.094776,,,,
793.995825,131.095086,,,,
794.308386,131.097045,,,,
794.452185,131.098283,,,,
794.483496,131.098901,,,,
794.923132,131.101067,,,,
794.902869,131.101067,,,,
795.166541,131.104161,,,,
795.325903,131.105088,,,,
795.400549,131.104263,,,,
795.598669,131.105501,,,,
795.882483,131.108079,,,,
795.921179,131.108492,,,,
796.200354,131.109935,,,,
796.364294,131.110554,,,,
796.427954,131.111998,,,,
796.445410,131.112926,,,,
796.854346,131.113235,,,,
796.899573,131.114370,,,,
797.134436,131.115608,,,,
797.231177,131.117463,,,,
797.465918,131.118804,,,,
797.661292,131.119836,,,,
797.784644,131.120764,,,,
797.956885,131.122208,,,,
798.188879,131.122620,,,,
798.245093,131.124270,,,,
798.376807,131.124683,,,,
798.564612,131.126333,,,,
798.791113,131.127261,,,,
799.069067,131.127984,,,,
799.169409,131.127984,,,,
799.300146,131.130046,,,,
799.405981,131.131387,,,,
799.708838,131.131902,,,,
799.839514,131.133759,,,,
800.025488,131.134584,,,,
800.042029,131.134584,,,,
800.385229,131.137265,,,,
800.469824,131.138194,,,,
800.539893,131.140050,,,,
800.745032,131.139431,,,,
800.972266,131.140257,,,,
801.051489,131.141082,,,,
801.184790,131.143145,,,,
801.521521,131.144795,,,,
801.553748,131.145620,,,,
801.852698,131.147064,,,,
801.928992,131.148096,,,,
802.171851,131.148302,,,,
802.353979,131.148817,,,,
802.462439,131.150159,,,,
802.611426,131.150365,,,,
802.659216,131.151396,,,,
802.939673,131.153047,,,,
802.985693,131.154078,,,,
803.337866,131.155213,,,,
803.447180,131.156657,,,,
803.534644,131.156966,,,,
803.581458,131.158823,,,,
803.834265,131.159752,,,,
804.046667,131.161711,,,,
804.441870,131.163671,,,,
804.587988,131.163981,,,,
804.710303,131.163052,,,,
804.764441,131.165734,,,,
804.974890,131.165941,,,,
805.147742,131.167282,,,,
805.199133,131.168416,,,,
805.420630,131.170789,,,,
805.648474,131.171923,,,,
805.692542,131.171718,,,,
805.937842,131.173884,,,,
806.285132,131.174193,,,,
806.388892,131.175534,,,,
806.369604,131.176875,,,,
806.569922,131.178113,,,,
806.867468,131.179145,,,,
806.951086,131.180176,,,,
807.142126,131.182239,,,,
807.105261,131.181930,,,,
807.405615,131.183581,,,,
807.569983,131.183477,,,,
807.891394,131.184200,,,,
807.809729,131.186573,,,,
808.052100,131.188017,,,,
808.320105,131.188533,,,,
808.320227,131.190390,,,,
808.497351,131.191525,,,,
808.709326,131.192041,,,,
808.892065,131.194517,,,,
809.149023,131.193794,,,,
809.314307,131.195857,,,,
809.301428,131.196890,,,,
809.659338,131.198334,,,,
809.721777,131.198437,,,,
810.025488,131.199675,,,,
810.222754,131.201119,,,,
810.342993,131.201223,,,,
810.382422,131.204318,,,,
810.637488,131.205040,,,,
810.771460,131.205866,,,,
810.982458,131.207000,,,,
810.979651,131.208136,,,,
811.398840,131.209271,,,,
811.292517,131.209993,,,,
811.674963,131.210818,,,,
811.759314,131.212469,,,,
811.853796,131.212159,,,,
811.968420,131.214326,,,,
812.314185,131.214739,,,,
812.437842,131.215667,,,,
812.582800,131.215358,,,,
812.739600,131.218350,,,,
812.939490,131.219176,,,,
813.104529,131.221136,,,,
813.314429,131.221240,,,,
813.604041,131.221549,,,,
813.605017,131.223200,,,,
813.684729,131.224025,,,,
813.967017,131.225986,,,,
814.125647,131.226296,,,,
814.166846,131.226914,,,,
814.526099,131.228875,,,,
814.573767,131.229907,,,,
814.718542,131.231042,,,,
814.902686,131.232590,,,,
815.053809,131.233209,,,,
815.232520,131.235066,,,,
815.429541,131.236099,,,,
815.641150,131.237440,,,,
815.713477,131.236202,,,,
816.031409,131.238885,,,,
816.212744,131.238575,,,,
816.098242,131.240020,,,,
816.432532,131.242600,,,,
816.623938,131.243529,,,,
816.788794,131.244663,,,,
816.928870,131.245489,,,,
817.273169,131.246315,,,,
817.225623,131.247759,,,,
817.423315,131.248895,,,,
817.524084,131.250339,,,,
817.872961,131.250339,,,,
817.855444,131.251578,,,,
818.236304,131.253332,,,,
818.190527,131.254261,,,,
818.523718,131.255809,,,,
818.621619,131.257667,,,,
818.732397,131.258905,,,,
818.763525,131.259834,,,,
819.157019,131.260144,,,,
819.292456,131.261072,,,,
819.405005,131.263240,,,,
819.636511,131.263240,,,,
819.800330,131.263653,,,,
819.887244,131.264685,,,,
820.017188,131.266439,,,,
820.262305,131.267574,,,,
820.269690,131.270258,,,,
820.619116,131.270361,,,,
820.730688,131.270671,,,,
820.922766,131.272838,,,,
820.993262,131.273664,,,,
821.055396,131.274283,,,,
821.376379,131.276141,,,,
821.634253,131.276967,,,,
821.700171,131.277586,,,,
822.042090,131.278411,,,,
822.126257,131.279134,,,,
822.278052,131.279753,,,,
822.405981,131.281095,,,,
822.553137,131.282953,,,,
822.829199,131.283882,,,,
822.929846,131.284295,,,,
823.090613,131.285534,,,,
823.213171,131.287907,,,,
823.464453,131.289353,,,,
823.670142,131.288217,,,,
823.724036,131.290282,,,,
823.880286,131.291004,,,,
823.957983,131.292862,,,,
824.323523,131.294204,,,,
824.495276,131.295236,,,,
824.522681,131.295649,,,,
824.722754,131.296372,,,,
825.017004,131.297094,,,,
825.047949,131.300191,,,,
825.344885,131.301430,,,,
825.379553,131.300914,,,,
825.729346,131.302462,,,,
825.921179,131.304010,,,,
825.800635,131.304630,,,,
826.093787,131.306178,,,,
826.267310,131.305662,,,,
826.497473,131.307726,,,,
826.552161,131.309275,,,,
826.881873,131.308346,,,,
827.066260,131.310720,,,,
827.139319,131.311959,,,,
827.243384,131.312785,,,,
827.431433,131.313404,,,,
827.441382,131.314127,,,,
827.722571,131.316605,,,,
827.948035,131.318256,,,,
827.997290,131.318669,,,,
828.386023,131.319082,,,,
828.486426,131.321250,,,,
828.515601,131.322489,,,,
828.647070,131.323625,,,,
828.990210,131.324038,,,,
829.112463,131.324760,,,,
829.360510,131.325070,,,,
829.377051,131.327135,,,,
829.691748,131.328786,,,,
829.828650,131.329819,,,,
829.907935,131.331161,,,,
830.144141,131.330851,,,,
830.260962,131.333639,,,,
830.436072,131.334775,,,,
830.528174,131.334672,,,,
830.859167,131.335704,,,,
830.920325,131.336427,,,,
831.266821,131.338079,,,,
831.389929,131.340350,,,,
831.358923,131.341692,,,,
831.603247,131.342931,,,,
831.871252,131.343551,,,,
831.832068,131.344789,,,,
832.015295,131.345513,,,,
832.183020,131.346648,,,,
832.310645,131.346751,,,,
832.487463,131.348610,,,,
832.849280,131.348919,,,,
832.954077,131.348919,,,,
833.111731,131.349435,,,,
833.294897,131.352017,,,,
833.488135,131.352740,,,,
833.601965,131.354495,,,,
833.689429,131.353979,,,,
834.104895,131.356664,,,,
834.076636,131.357490,,,,
834.295325,131.358729,,,,
834.349951,131.359968,,,,
834.635962,131.361310,,,,
834.671484,131.361207,,,,
835.044958,131.363065,,,,
835.034094,131.363685,,,,
835.405615,131.364615,,,,
835.270789,131.366164,,,,
835.511206,131.367403,,,,
835.666052,131.367093,,,,
835.994788,131.369158,,,,
836.256934,131.370810,,,,
836.406287,131.370707,,,,
836.376196,131.372049,,,,
836.569128,131.374218,,,,
836.839453,131.375560,,,,
836.884131,131.374528,,,,
836.955176,131.378039,,,,
837.191870,131.376490,,,,
837.357458,131.378142,,,,
837.598608,131.378968,,,,
837.696021,131.379691,,,,
837.850684,131.381963,,,,
838.067236,131.383615,,,,
838.243811,131.383718,,,,
838.574072,131.384957,,,,
838.669531,131.385061,,,,
838.883398,131.387539,,,,
838.957007,131.388056,,,,
838.978003,131.389914,,,,
839.303564,131.391154,,,,
839.390845,131.393323,,,,
839.490088,131.393219,,,,
839.711096,131.394045,,,,
839.849280,131.394458,,,,
840.101233,131.395285,,,,
840.135718,131.395698,,,,
840.313025,131.397867,,,,
840.655920,131.399726,,,,
840.852209,131.400345,,,,
841.129553,131.401998,,,,
841.205847,131.402204,,,,
841.256750,131.404167,,,,
841.298621,131.404683,,,,
841.641333,131.405406,,,,
841.848486,131.407265,,,,
841.766699,131.408195,,,,
842.103918,131.408401,,,,
842.371069,131.409744,,,,
842.584631,131.411293,,,,
842.795325,131.411706,,,,
842.829016,131.412946,,,,
842.990698,131.412429,,,,
843.019812,131.413979,,,,
843.325964,131.416458,,,,
843.585669,131.416458,,,,
843.640234,131.417387,,,,
843.691992,131.418317,,,,
844.023596,131.419763,,,,
844.105261,131.420279,,,,
844.225195,131.420382,,,,
844.459570,131.423378,,,,
844.533850,131.424307,,,,
844.714758,131.424204,,,,
844.825476,131.426270,,,,
845.139685,131.427199,,,,
845.234106,131.427509,,,,
845.526465,131.428233,,,,
845.630835,131.430401,,,,
845.866003,131.430092,,,,
845.851416,131.431331,,,,
846.158179,131.432778,,,,
846.288916,131.433501,,,,
846.419592,131.433604,,,,
846.712744,131.436599,,,,
846.866980,131.436703,,,,
846.920508,131.440525,,,,
847.137488,131.441144,,,,
847.181067,131.441661,,,,
847.489417,131.442797,,,,
847.550330,131.444347,,,,
847.835974,131.445070,,,,
848.005652,131.446206,,,,
848.066504,131.447343,,,,
848.103674,131.448169,,,,
848.450171,131.448995,,,,
848.653357,131.450648,,,,
848.866492,131.451061,,,,
848.958105,131.452714,,,,
848.956213,131.454264,,,,
849.306311,131.453644,,,,
849.395117,131.456847,,,,
849.493933,131.456743,,,,
849.839453,131.457983,,,,
849.993506,131.458913,,,,
850.073340,131.460049,,,,
850.174902,131.460979,,,,
850.482153,131.461392,,,,
850.625403,131.462632,,,,
850.904517,131.464388,,,,
850.908118,131.465628,,,,
851.153723,131.466248,,,,
851.294226,131.466351,,,,
851.451025,131.467385,,,,
851.596899,131.469657,,,,
851.771826,131.470587,,,,
852.036353,131.470794,,,,
852.170508,131.472344,,,,
852.287390,131.473480,,,,
852.529211,131.474100,,,,
852.558203,131.475030,,,,
852.978491,131.476993,,,,
852.985693,131.478026,,,,
853.099829,131.479472,,,,
853.352515,131.479679,,,,
853.243811,131.480092,,,,
853.633276,131.481642,,,,
853.821692,131.482572,,,,
853.416846,131.483089,,,,
854.181982,131.485569,,,,
854.339575,131.485672,,,,
854.405676,131.485878,,,,
854.644629,131.488048,,,,
854.716101,131.489495,,,,
854.969580,131.489598,,,,
854.966895,131.490734,,,,
855.221167,131.490425,,,,
854.802161,131.493627,,,,
855.649329,131.493008,,,,
855.855688,131.494558,,,,
856.137976,131.495384,,,,
855.845740,131.496315,,,,
856.195837,131.496728,,,,
856.452856,131.498691,,,,
856.699927,131.499621,,,,
856.817419,131.501688,,,,
856.764990,131.503444,,,,
856.934241,131.502514,,,,
857.145850,131.504271,,,,
857.204688,131.504477,,,,
857.495886,131.505511,,,,
857.724768,131.509127,,,,
857.992407,131.507991,,,,
858.364111,131.510368,,,,
858.027747,131.510161,,,,
858.474463,131.512021,,,,
858.819739,131.513157,,,,
859.020544,131.513778,,,,
859.113562,131.515017,,,,
858.920996,131.514811,,,,
859.216711,131.516671,,,,
859.551184,131.519978,,,,
859.734595,131.519668,,,,
860.018408,131.520288,,,,
859.997656,131.520908,,,,
860.131384,131.520495,,,,
860.158484,131.523285,,,,
860.477576,131.523491,,,,
861.000708,131.524422,,,,
861.055701,131.525662,,,,
860.960974,131.526385,,,,
861.062048,131.528866,,,,
861.305151,131.529072,,,,
861.249121,131.530416,,,,
861.940161,131.528762,,,,
861.456824,131.531966,,,,
861.825415,131.533413,,,,
861.992529,131.535273,,,,
862.219153,131.535790,,,,
862.469397,131.537030,,,,
862.445898,131.537547,,,,
863.246863,131.539407,,,,
863.034705,131.541164,,,,
863.177283,131.542404,,,,
863.423804,131.541681,,,,
863.403906,131.543231,,,,
863.606238,131.543334,,,,
863.684729,131.544368,,,,
864.015967,131.546125,,,,
864.173987,131.546642,,,,
864.465491,131.548812,,,,
864.580115,131.548502,,,,
864.719946,131.550776,,,,
864.858923,131.551499,,,,
865.053870,131.551293,,,,
864.933813,131.553360,,,,
865.623999,131.554394,,,,
864.863501,131.555427,,,,
865.902808,131.556254,,,,
865.831580,131.556978,,,,
866.011084,131.558631,,,,
866.096777,131.560905,,,,
866.639685,131.560802,,,,
866.464758,131.561215,,,,
866.510779,131.563282,,,,
867.039282,131.564730,,,,
866.549536,131.564006,,,,
867.293555,131.566280,,,,
867.281775,131.567210,,,,
867.592871,131.567314,,,,
866.867957,131.570105,,,,
867.921973,131.569898,,,,
868.001318,131.570828,,,,
867.530676,131.571655,,,,
868.417761,131.572276,,,,
869.042334,131.573723,,,,
868.353857,131.576307,,,,
868.842322,131.575996,,,,
868.809058,131.577134,,,,
869.261328,131.576617,,,,
869.297400,131.578581,,,,
869.265906,131.580132,,,,
869.644324,131.581475,,,,
869.893042,131.583336,,,,
869.616309,131.583854,,,,
869.975867,131.584784,,,,
870.116370,131.584990,,,,
870.569556,131.586334,,,,
870.699255,131.588298,,,,
870.981177,131.589022,,,,
870.830786,131.589643,,,,
871.332434,131.591399,,,,
871.274756,131.590470,,,,
871.185583,131.593157,,,,
871.747534,131.595432,,,,
871.307227,131.596671,,,,
871.943823,131.596879,,,,
871.770911,131.598636,,,,
872.378699,131.597189,,,,
872.442603,131.600497,,,,
872.831458,131.600704,,,,
873.026770,131.602565,,,,
873.182532,131.604426,,,,
873.247351,131.604116,,,,
873.260840,131.605666,,,,
873.627051,131.608561,,,,
873.829565,131.607837,,,,
873.727881,131.609182,,,,
874.355017,131.610422,,,,
873.762122,131.611249,,,,
873.780127,131.610939,,,,
874.597021,131.612904,,,,
874.220007,131.611973,,,,
874.959570,131.613627,,,,
875.170935,131.616729,,,,
875.330115,131.616832,,,,
875.236548,131.618073,,,,
875.487463,131.618797,,,,
876.572913,131.622312,,,,
875.555945,131.620761,,,,
875.935339,131.621382,,,,
874.758032,131.624794,,,,
876.474036,131.626138,,,,
876.269019,131.627172,,,,
877.662329,131.627275,,,,
877.057349,131.629653,,,,
876.884863,131.628930,,,,
877.635352,131.630170,,,,
876.954993,131.633686,,,,
877.547278,131.631825,,,,
876.880347,131.632135,,,,
877.099707,131.636581,,,,
878.099097,131.636064,,,,
877.755774,131.636995,,,,
878.481970,131.638339,,,,
878.556494,131.640511,,,,
878.497229,131.640924,,,,
879.062231,131.642372,,,,
879.181799,131.642682,,,,
878.901465,131.644440,,,,
879.042517,131.645991,,,,
879.279639,131.647645,,,,
879.403601,131.645888,,,,
879.850928,131.648990,,,,
879.929907,131.649610,,,,
880.438208,131.651472,,,,
880.244238,131.652609,,,,
880.491187,131.652299,,,,
880.610632,131.655401,,,,
880.965247,131.656229,,,,
881.235510,131.656849,,,,
881.029944,131.659228,,,,
881.349524,131.661399,,,,
881.698706,131.659228,,,,
881.679907,131.662330,,,,
881.991309,131.661503,,,,
882.560278,131.663364,,,,
882.211157,131.665536,,,,
881.979590,131.667191,,,,
881.135901,131.667708,,,,
882.753210,131.667604,,,,
882.846472,131.668949,,,,
883.460120,131.669776,,,,
883.724829,131.669673,,,,
882.807898,131.672672,,,,
883.079749,131.673499,,,,
883.634192,131.674430,,,,
884.508643,131.677223,,,,
884.022559,131.677429,,,,
884.901465,131.679084,,,,
883.739111,131.679084,,,,
884.335547,131.680946,,,,
884.824316,131.682704,,,,
884.564246,131.683014,,,,
885.321143,131.684566,,,,
885.305823,131.684669,,,,
885.488684,131.686117,,,,
886.082129,131.687668,,,,
884.671851,131.688806,,,,
885.520117,131.690875,,,,
886.385046,131.690358,,,,
886.039038,131.689737,,,,
886.121497,131.694081,,,,
886.356299,131.694288,,,,
886.455786,131.693667,,,,
885.903784,131.696357,,,,
886.207617,131.698839,,,,
886.800879,131.698943,,,,
887.642249,131.700805,,,,
886.984595,131.701735,,,,
887.867041,131.700701,,,,
888.037329,131.705149,,,,
888.191321,131.705356,,,,
888.234290,131.705252,,,,
888.221838,131.707011,,,,
888.605078,131.709804,,,,
887.650244,131.708355,,,,
887.278479,131.709493,,,,
889.045752,131.712079,,,,
889.388647,131.712803,,,,
889.373511,131.714252,,,,
889.916907,131.715700,,,,
890.223914,131.716321,,,,
889.668921,131.717458,,,,
888.410864,131.717872,,,,
890.223059,131.720044,,,,
890.059363,131.721803,,,,
890.523779,131.724493,,,,
891.199438,131.722734,,,,
890.473669,131.726148,,,,
891.324744,131.728527,,,,
892.026282,131.727183,,,,
892.157690,131.728320,,,,
891.642432,131.731941,,,,
891.239783,131.730596,,,,
891.653113,131.731424,,,,
892.102332,131.732976,,,,
891.472449,131.735252,,,,
892.181006,131.736183,,,,
892.592383,131.737114,,,,
892.451086,131.739700,,,,
892.911780,131.740942,,,,
892.757910,131.741460,,,,
893.688818,131.743114,,,,
893.593970,131.744149,,,,
893.345435,131.742701,,,,
893.852454,131.743632,,,,
893.963293,131.746012,,,,
894.437170,131.748495,,,,
894.443396,131.749426,,,,
894.990393,131.749115,,,,
894.634741,131.751288,,,,
894.283362,131.752322,,,,
895.030615,131.755426,,,,
893.846228,131.755013,,,,
895.543555,131.756564,,,,
894.384436,131.758323,,,,
895.178076,131.759668,,,,
895.595374,131.759048,,,,
896.336096,131.761221,,,,
896.503210,131.761427,,,,
896.204810,131.763290,,,,
895.203955,131.765359,,,,
895.727698,131.766394,,,,
896.782751,131.766601,,,,
896.529944,131.767946,,,,
897.025732,131.769395,,,,
896.670203,131.771568,,,,
897.318579,131.771774,,,,
897.945471,131.773430,,,,
897.870520,131.775500,,,,
897.757117,131.775706,,,,
898.569556,131.777155,,,,
898.074072,131.776327,,,,
898.445532,131.779328,,,,
898.662512,131.780984,,,,
898.294592,131.782950,,,,
899.753210,131.782743,,,,
899.315771,131.783571,,,,
899.222998,131.786779,,,,
898.093787,131.785744,,,,
899.945776,131.789262,,,,
899.942236,131.787607,,,,
898.880164,131.790711,,,,
900.605200,131.791746,,,,
900.255469,131.792884,,,,
900.509741,131.793195,,,,
900.702368,131.795989,,,,
900.776526,131.797334,,,,
899.760107,131.797747,,,,
900.837134,131.799300,,,,
901.027136,131.798162,,,,
901.379431,131.801267,,,,
901.464148,131.800853,,,,
902.634924,131.803026,,,,
902.036597,131.802508,,,,
901.468604,131.807683,,,,
902.209631,131.807993,,,,
902.299658,131.807268,,,,
903.214453,131.810788,,,,
902.844458,131.809856,,,,
903.140356,131.811926,,,,
903.108313,131.815445,,,,
903.404211,131.816376,,,,
902.792700,131.814410,,,,
904.082495,131.819067,,,,
903.223425,131.818757,,,,
