Aged 2nd H,,,,,,,
T (K),V (mm3),,,,,,
862.665015,131.462592,,,,,,
862.701941,131.462903,,,,,,
862.954993,131.465801,,,,,,
863.114722,131.466629,,,,,,
863.395422,131.467457,,,,,,
863.454260,131.469942,,,,,,
863.718604,131.469735,,,,,,
863.828711,131.472116,,,,,,
863.973181,131.474290,,,,,,
864.100562,131.475221,,,,,,
864.258459,131.475325,,,,,,
864.421912,131.476567,,,,,,
864.677161,131.477499,,,,,,
864.801733,131.478327,,,,,,
865.056189,131.479465,,,,,,
865.148352,131.481743,,,,,,
865.336890,131.482157,,,,,,
865.369177,131.483088,,,,,,
865.655188,131.484021,,,,,,
865.413428,131.486298,,,,,,
866.042212,131.487127,,,,,,
866.157813,131.487851,,,,,,
866.387915,131.489094,,,,,,
866.505957,131.490957,,,,,,
866.493384,131.491682,,,,,,
866.787390,131.492406,,,,,,
867.136267,131.493752,,,,,,
867.193213,131.494580,,,,,,
867.270544,131.496962,,,,,,
867.290625,131.498515,,,,,,
867.648413,131.499861,,,,,,
867.652014,131.499861,,,,,,
867.939734,131.501724,,,,,,
868.040747,131.502760,,,,,,
868.339087,131.504727,,,,,,
868.391455,131.505141,,,,,,
868.708594,131.507419,,,,,,
868.601233,131.507729,,,,,,
868.975317,131.509075,,,,,,
869.030310,131.510214,,,,,,
869.175391,131.511353,,,,,,
869.500891,131.511767,,,,,,
869.710608,131.513113,,,,,,
869.763892,131.513734,,,,,,
869.872961,131.515495,,,,,,
870.127783,131.516116,,,,,,
870.151221,131.518808,,,,,,
870.502539,131.520465,,,,,,
870.775427,131.521500,,,,,,
870.755652,131.521914,,,,,,
870.915076,131.523882,,,,,,
871.129492,131.525332,,,,,,
871.235754,131.526056,,,,,,
871.477942,131.526574,,,,,,
871.569067,131.526574,,,,,,
871.720129,131.528749,,,,,,
872.104651,131.528749,,,,,,
872.162390,131.530820,,,,,,
872.348608,131.532476,,,,,,
872.412634,131.534444,,,,,,
872.599890,131.534651,,,,,,
872.807776,131.536618,,,,,,
872.833838,131.537033,,,,,,
873.179419,131.539828,,,,,,
872.995886,131.541278,,,,,,
873.501685,131.541796,,,,,,
873.560217,131.542832,,,,,,
873.850684,131.543867,,,,,,
874.015540,131.543039,,,,,,
874.066809,131.544074,,,,,,
874.332312,131.547595,,,,,,
874.353735,131.548734,,,,,,
875.029395,131.549252,,,,,,
874.837927,131.551116,,,,,,
875.072668,131.552980,,,,,,
874.960120,131.553291,,,,,,
875.384741,131.555570,,,,,,
875.490759,131.556501,,,,,,
875.661719,131.558055,,,,,,
875.732581,131.558470,,,,,,
875.853186,131.559401,,,,,,
876.105933,131.559712,,,,,,
876.153418,131.561783,,,,,,
876.507788,131.563441,,,,,,
876.708167,131.563130,,,,,,
876.873694,131.565926,,,,,,
876.970801,131.567065,,,,,,
877.188391,131.567272,,,,,,
877.406775,131.569033,,,,,,
877.603430,131.571312,,,,,,
877.067908,131.573694,,,,,,
877.796851,131.574937,,,,,,
877.977576,131.574833,,,,,,
877.982886,131.577319,,,,,,
878.365637,131.577940,,,,,,
878.558875,131.579494,,,,,,
878.498633,131.580426,,,,,,
878.645972,131.580633,,,,,,
878.824744,131.582601,,,,,,
879.123999,131.584258,,,,,,
879.182410,131.585605,,,,,,
879.467810,131.586951,,,,,,
879.666418,131.588505,,,,,,
879.876501,131.588505,,,,,,
879.914404,131.591405,,,,,,
879.840735,131.592130,,,,,,
880.304907,131.593270,,,,,,
880.607581,131.593063,,,,,,
880.586218,131.595963,,,,,,
880.973853,131.594616,,,,,,
880.976599,131.596895,,,,,,
880.977454,131.598553,,,,,,
881.591528,131.600210,,,,,,
881.497412,131.600417,,,,,,
881.688452,131.603007,,,,,,
881.968481,131.603110,,,,,,
881.669592,131.605389,,,,,,
882.314124,131.606943,,,,,,
882.341833,131.608083,,,,,,
882.468481,131.608497,,,,,,
882.634314,131.609637,,,,,,
882.957373,131.611294,,,,,,
883.104712,131.612537,,,,,,
883.294714,131.613884,,,,,,
883.267065,131.615955,,,,,,
883.597083,131.616059,,,,,,
883.897559,131.617821,,,,,,
883.692114,131.618649,,,,,,
883.713782,131.620307,,,,,,
883.830359,131.620514,,,,,,
884.414954,131.621861,,,,,,
884.456396,131.622689,,,,,,
884.754980,131.625072,,,,,,
884.847449,131.625279,,,,,,
884.851843,131.626937,,,,,,
884.992590,131.629009,,,,,,
885.343115,131.630874,,,,,,
885.647192,131.632117,,,,,,
885.493689,131.634189,,,,,,
885.904456,131.634396,,,,,,
886.069189,131.636572,,,,,,
886.444800,131.638230,,,,,,
886.260107,131.638748,,,,,,
886.752234,131.641545,,,,,,
886.620337,131.640716,,,,,,
886.739722,131.642063,,,,,,
886.851721,131.643203,,,,,,
886.900000,131.644446,,,,,,
887.269202,131.646415,,,,,,
887.198462,131.646726,,,,,,
887.573950,131.648901,,,,,,
887.823828,131.649005,,,,,,
888.032507,131.651595,,,,,,
888.175879,131.651699,,,,,,
888.612830,131.654289,,,,,,
888.467749,131.654807,,,,,,
888.223242,131.655429,,,,,,
888.832312,131.656258,,,,,,
889.087561,131.659056,,,,,,
889.217261,131.659470,,,,,,
889.450110,131.660506,,,,,,
889.581763,131.662578,,,,,,
889.745520,131.663097,,,,,,
890.433936,131.667138,,,,,,
889.725012,131.666931,,,,,,
889.920142,131.667552,,,,,,
890.040930,131.667863,,,,,,
890.168066,131.669935,,,,,,
890.911902,131.672941,,,,,,
890.798315,131.674288,,,,,,
890.668494,131.674391,,,,,,
891.129370,131.674806,,,,,,
891.102454,131.676671,,,,,,
891.183936,131.675738,,,,,,
891.583044,131.678122,,,,,,
890.804419,131.680195,,,,,,
891.975928,131.682785,,,,,,
892.435645,131.682474,,,,,,
892.404333,131.684236,,,,,,
892.562720,131.684858,,,,,,
892.699438,131.686412,,,,,,
892.574316,131.687656,,,,,,
892.811255,131.689417,,,,,,
892.908789,131.690247,,,,,,
893.039465,131.691801,,,,,,
893.667090,131.693978,,,,,,
893.760962,131.695118,,,,,,
893.910376,131.695947,,,,,,
893.854773,131.697501,,,,,,
893.866370,131.699159,,,,,,
893.995276,131.701025,,,,,,
893.755713,131.703409,,,,,,
894.547705,131.703616,,,,,,
893.741370,131.704652,,,,,,
894.531592,131.705689,,,,,,
895.150122,131.707451,,,,,,
895.337683,131.708176,,,,,,
895.538855,131.709316,,,,,,
894.780127,131.711389,,,,,,
896.259070,131.713669,,,,,,
896.107947,131.713151,,,,,,
895.716406,131.714498,,,,,,
896.432288,131.716053,,,,,,
896.708228,131.716779,,,,,,
896.553687,131.718955,,,,,,
897.093420,131.720717,,,,,,
896.684119,131.720821,,,,,,
897.003210,131.721754,,,,,,
897.262000,131.723516,,,,,,
897.695959,131.724967,,,,,,
897.652258,131.726315,,,,,,
898.407568,131.727973,,,,,,
898.067725,131.729631,,,,,,
898.158545,131.730876,,,,,,
898.205054,131.733259,,,,,,
898.657690,131.733259,,,,,,
898.498755,131.734089,,,,,,
898.951392,131.735851,,,,,,
899.199438,131.737820,,,,,,
899.203894,131.738753,,,,,,
899.180151,131.741656,,,,,,
899.743933,131.740930,,,,,,
899.036169,131.742381,,,,,,
899.763464,131.743003,,,,,,
899.965186,131.745491,,,,,,
900.294409,131.745180,,,,,,
900.177527,131.746735,,,,,,
900.116003,131.749119,,,,,,
900.619971,131.751089,,,,,,
900.729773,131.754821,,,,,,
900.926978,131.753473,,,,,,
901.271277,131.754924,,,,,,
901.701147,131.756894,,,,,,
901.167761,131.755754,,,,,,
902.004370,131.757827,,,,,,
901.789282,131.758449,,,,,,
902.027625,131.762596,,,,,,
902.619543,131.762596,,,,,,
902.609595,131.763840,,,,,,
902.167578,131.764773,,,,,,
901.928503,131.766639,,,,,,
902.779944,131.766951,,,,,,
902.574072,131.767676,,,,,,
903.419958,131.770579,,,,,,
903.210608,131.770786,,,,,,
903.571448,131.773067,,,,,,
903.057166,131.773274,,,,,,
904.263831,131.774622,,,,,,
904.089453,131.777110,,,,,,
903.628516,131.778769,,,,,,
904.366370,131.780428,,,,,,
904.254187,131.781361,,,,,,
904.860876,131.781983,,,,,,
904.817236,131.785094,,,,,,
904.953528,131.784161,,,,,,
904.671179,131.785094,,,,,,
905.634985,131.786027,,,,,,
905.347205,131.789034,,,,,,
905.602087,131.791004,,,,,,
905.847815,131.791522,,,,,,
905.868262,131.792767,,,,,,
905.891455,131.794426,,,,,,
906.129248,131.795462,,,,,,
906.253027,131.796085,,,,,,
906.661719,131.797847,,,,,,
905.991187,131.800440,,,,,,
905.987708,131.800647,,,,,,
907.137976,131.802617,,,,,,
907.260046,131.803032,,,,,,
907.781653,131.805209,,,,,,
907.850073,131.807387,,,,,,
908.086768,131.807698,,,,,,
907.977332,131.810083,,,,,,
908.362769,131.809876,,,,,,
908.063635,131.810809,,,,,,
907.218970,131.812468,,,,,,
908.272986,131.813712,,,,,,
908.626074,131.817446,,,,,,
909.256995,131.816616,,,,,,
910.091101,131.820349,,,,,,
909.531714,131.818690,,,,,,
908.605750,131.820038,,,,,,
908.933997,131.823875,,,,,,
909.573645,131.823771,,,,,,
909.926917,131.826364,,,,,,
910.051245,131.826157,,,,,,
910.309241,131.828335,,,,,,
910.379370,131.829579,,,,,,
910.541235,131.830720,,,,,,
910.977759,131.832483,,,,,,
911.239172,131.834038,,,,,,
911.639197,131.834246,,,,,,
911.623206,131.836527,,,,,,
911.098792,131.837461,,,,,,
911.794653,131.838394,,,,,,
912.182166,131.840365,,,,,,
912.432898,131.840676,,,,,,
912.436438,131.842854,,,,,,
912.475500,131.843061,,,,,,
912.679846,131.847728,,,,,,
912.798132,131.849077,,,,,,
913.134985,131.848454,,,,,,
912.786597,131.851151,,,,,,
913.358557,131.850529,,,,,,
913.120703,131.851566,,,,,,
913.568396,131.854470,,,,,,
914.203467,131.854470,,,,,,
914.079993,131.856544,,,,,,
913.899634,131.857997,,,,,,
914.569373,131.859034,,,,,,
913.964514,131.858515,,,,,,
914.319800,131.860901,,,,,,
914.926367,131.862249,,,,,,
915.032996,131.865154,,,,,,
915.249609,131.864946,,,,,,
914.318152,131.867332,,,,,,
914.939856,131.867746,,,,,,
916.044104,131.868680,,,,,,
915.898535,131.871170,,,,,,
916.053076,131.872829,,,,,,
915.628516,131.874489,,,,,,
915.907385,131.873866,,,,,,
916.541235,131.876356,,,,,,
915.859290,131.877082,,,,,,
916.935034,131.878016,,,,,,
916.726660,131.880194,,,,,,
917.028296,131.882684,,,,,,
917.423193,131.883203,,,,,,
917.261572,131.883721,,,,,,
917.667151,131.883099,,,,,,
917.277563,131.886626,,,,,,
918.491064,131.888182,,,,,,
918.380225,131.891086,,,,,,
918.280005,131.891397,,,,,,
918.807715,131.894510,,,,,,
918.637427,131.893265,,,,,,
918.870703,131.893783,,,,,,
918.732397,131.896170,,,,,,
918.541541,131.896585,,,,,,
919.477332,131.900631,,,,,,
919.235205,131.899696,,,,,,
919.702429,131.900527,,,,,,
919.543677,131.900527,,,,,,
919.078223,131.906336,,,,,,
919.860083,131.905403,,,,,,
919.778601,131.906648,,,,,,
920.916663,131.909553,,,,,,
919.758276,131.907478,,,,,,
920.829871,131.911628,,,,,,
920.965369,131.911316,,,,,,
921.092200,131.914636,,,,,,
920.734167,131.913910,,,,,,
922.588416,131.916089,,,,,,
921.417456,131.918060,,,,,,
920.499426,131.917853,,,,,,
921.797644,131.919720,,,,,,
922.037390,131.921899,,,,,,
921.575903,131.923248,,,,,,
922.027808,131.923974,,,,,,
922.104895,131.925531,,,,,,
922.573401,131.927191,,,,,,
923.058081,131.928436,,,,,,
922.795691,131.929577,,,,,,
922.459082,131.932171,,,,,,
923.593604,131.933831,,,,,,
923.203101,131.933935,,,,,,
924.169897,131.937982,,,,,,
924.714270,131.934350,,,,,,
923.813147,131.936944,,,,,,
924.234534,131.937670,,,,,,
924.364722,131.938916,,,,,,
924.959448,131.938708,,,,,,
924.724890,131.939849,,,,,,
925.719519,131.941614,,,,,,
925.387854,131.944000,,,,,,
924.720618,131.945764,,,,,,
925.848730,131.947321,,,,,,
925.662878,131.949085,,,,,,
925.313391,131.952302,,,,,,
926.251318,131.950537,,,,,,
926.047034,131.950122,,,,,,
926.377783,131.950537,,,,,,
926.129980,131.956349,,,,,,
926.834265,131.956245,,,,,,
926.009741,131.956141,,,,,,
926.925330,131.957283,,,,,,
927.397498,131.960500,,,,,,
927.520422,131.961123,,,,,,
927.462988,131.961745,,,,,,
925.983191,131.962471,,,,,,
928.220862,131.964132,,,,,,
928.165076,131.966519,,,,,,
928.036841,131.967557,,,,,,
927.485876,131.969943,,,,,,
928.340002,131.970981,,,,,,
927.513281,131.972849,,,,,,
928.639746,131.971812,,,,,,
929.048865,131.974510,,,,,,
928.894385,131.976378,,,,,,
929.293738,131.978246,,,,,,
929.875952,131.980114,,,,,,
929.494421,131.979906,,,,,,
929.037390,131.981048,,,,,,
929.472327,131.982501,,,,,,
930.403479,131.984888,,,,,,
929.645544,131.984369,,,,,,
930.407019,131.986341,,,,,,
930.462561,131.988106,,,,,,
930.648230,131.989974,,,,,,
930.522620,131.991219,,,,,,
929.845129,131.991427,,,,,,
930.586340,131.992569,,,,,,
930.346045,131.993295,,,,,,
931.290259,131.996098,,,,,,
932.166235,131.995164,,,,,,
932.213904,131.998173,,,,,,
932.086707,132.000146,,,,,,
932.190100,132.000457,,,,,,
931.629370,132.002948,,,,,,
932.409827,132.002948,,,,,,
932.942053,132.005958,,,,,,
933.009314,132.005024,,,,,,
932.467200,132.007308,,,,,,
933.146887,132.008864,,,,,,
933.781531,132.010007,,,,,,
933.475256,132.008138,,,,,,
933.896277,132.011875,,,,,,
933.983618,132.015300,,,,,,
932.760352,132.014055,,,,,,
933.777075,132.018103,,,,,,
934.247534,132.017999,,,,,,
934.223547,132.020594,,,,,,
934.886938,132.019660,,,,,,
934.587073,132.020179,,,,,,
935.535254,132.025162,,,,,,
936.077490,132.025162,,,,,,
935.536108,132.025889,,,,,,
935.382666,132.027654,,,,,,
934.871985,132.027446,,,,,,
935.773291,132.033363,,,,,,
935.500830,132.033052,,,,,,
936.231848,132.032014,,,,,,
935.857153,132.033571,,,,,,
936.602026,132.035647,,,,,,
936.568518,132.039384,,,,,,
936.540442,132.039177,,,,,,
937.109839,132.040319,,,,,,
937.305457,132.040630,,,,,,
937.747900,132.042291,,,,,,
937.636084,132.043849,,,,,,
937.649146,132.047898,,,,,,
937.533728,132.047690,,,,,,
938.005103,132.048729,,,,,,
938.336462,132.048729,,,,,,
937.734778,132.051739,,,,,,
937.577917,132.052985,,,,,,
938.160315,132.054854,,,,,,
938.655554,132.055269,,,,,,
938.913489,132.056411,,,,,,
938.928381,132.057865,,,,,,
940.309424,132.058799,,,,,,
938.865149,132.059837,,,,,,
939.708228,132.058696,,,,,,
939.820715,132.062329,,,,,,
940.461768,132.062640,,,,,,
940.018042,132.065652,,,,,,
939.844458,132.066482,,,,,,
940.099097,132.069597,,,,,,
940.300696,132.071154,,,,,,
940.582495,132.071882,,,,,,
941.518103,132.071259,,,,,,
941.665991,132.072089,,,,,,
941.578833,132.073128,,,,,,
941.290137,132.076243,,,,,,
941.286963,132.076762,,,,,,
941.880713,132.078216,,,,,,
942.172949,132.078838,,,,,,
942.035620,132.081746,,,,,,
942.200232,132.082992,,,,,,
941.811194,132.085069,,,,,,
942.753699,132.083615,,,,,,
943.606726,132.088807,,,,,,
943.923499,132.089430,,,,,,
942.775549,132.088911,,,,,,
943.245337,132.090988,,,,,,
943.790625,132.092546,,,,,,
944.007056,132.096180,,,,,,
944.424719,132.092546,,,,,,
943.363989,132.095453,,,,,,
943.221533,132.097738,,,,,,
944.320044,132.099919,,,,,,
944.727942,132.098880,,,,,,
945.556189,132.101165,,,,,,
944.219885,132.102411,,,,,,
944.366553,132.105630,,,,,,
944.878394,132.103034,,,,,,
945.143774,132.108434,,,,,,
946.231055,132.107811,,,,,,
945.965674,132.111550,,,,,,
945.194861,132.111134,,,,,,
946.645911,132.111134,,,,,,
944.946021,132.113627,,,,,,
947.296790,132.116846,,,,,,
946.509680,132.116639,,,,,,
946.751379,132.118404,,,,,,
946.453284,132.117054,,,,,,
947.423254,132.122870,,,,,,
946.882056,132.121105,,,,,,
947.068457,132.122351,,,,,,
947.086829,132.125259,,,,,,
948.222388,132.126401,,,,,,
946.555212,132.128167,,,,,,
947.263342,132.127025,,,,,,
948.259375,132.128998,,,,,,
947.153540,132.132010,,,,,,
947.962561,132.131075,,,,,,
948.522742,132.132633,,,,,,
949.442847,132.133776,,,,,,
948.760901,132.134815,,,,,,
948.845801,132.135230,,,,,,
949.522803,132.138969,,,,,,
948.184607,132.139281,,,,,,
950.013281,132.140839,,,,,,
948.822241,132.143539,,,,,,
950.530188,132.143643,,,,,,
949.212866,132.141254,,,,,,
950.809119,132.145513,,,,,,
951.382178,132.147279,,,,,,
950.009863,132.148214,,,,,,
951.322424,132.150291,,,,,,
950.488989,132.154654,,,,,,
950.858252,132.151953,,,,,,
951.305884,132.154342,,,,,,
950.470496,132.155173,,,,,,
950.474890,132.156939,,,,,,
951.713660,132.160263,,,,,,
952.153967,132.159328,,,,,,
952.351355,132.160575,,,,,,
951.754858,132.162964,,,,,,
952.311987,132.165250,,,,,,
952.236426,132.164107,,,,,,
953.087073,132.165250,,,,,,
951.943701,132.167951,,,,,,
952.916968,132.168055,,,,,,
953.534033,132.172002,,,,,,
953.806677,132.169301,,,,,,
953.741858,132.172729,,,,,,
953.320227,132.174496,,,,,,
954.194922,132.175742,,,,,,
954.662817,132.175119,,,,,,
954.503271,132.177612,,,,,,
954.330786,132.177716,,,,,,
954.455298,132.180313,,,,,,
955.753638,132.182287,,,,,,
954.121375,132.184573,,,,,,
955.583594,132.181560,,,,,,
954.991370,132.188209,,,,,,
956.725684,132.189663,,,,,,
955.470557,132.189767,,,,,,
955.928870,132.188625,,,,,,
956.310767,132.193404,,,,,,
956.149512,132.194132,,,,,,
956.224951,132.193196,,,,,,
956.437659,132.196209,,,,,,
956.499915,132.196936,,,,,,
956.866553,132.197560,,,,,,
956.798315,132.199326,,,,,,
956.853552,132.200781,,,,,,
958.049414,132.203171,,,,,,
957.863867,132.205768,,,,,,
957.749243,132.202235,,,,,,
957.305334,132.205352,,,,,,
957.277258,132.204313,,,,,,
958.122046,132.207534,,,,,,
958.451270,132.208573,,,,,,
957.701819,132.210340,,,,,,
958.555579,132.213041,,,,,,
958.493933,132.210548,,,,,,
959.168616,132.215431,,,,,,
958.400549,132.216678,,,,,,
959.205420,132.216782,,,,,,
959.051367,132.218756,,,,,,
959.865942,132.221250,,,,,,
959.312170,132.223017,,,,,,
958.554419,132.222289,,,,,,
960.062659,132.225407,,,,,,
960.919714,132.224991,,,,,,
960.310950,132.229667,,,,,,
960.376746,132.227485,,,,,,
960.256079,132.231018,,,,,,
961.259009,132.231642,,,,,,
960.476416,132.232370,,,,,,
962.120032,132.232993,,,,,,
961.146277,132.236318,,,,,,
962.196021,132.237981,,,,,,
961.595740,132.237669,,,,,,
962.072974,132.239644,,,,,,
961.430212,132.239435,,,,,,
962.604163,132.240163,,,,,,
961.793188,132.241722,,,,,,
962.781653,132.243697,,,,,,
962.876013,132.245359,,,,,,
962.952002,132.247542,,,,,,
962.387549,132.248893,,,,,,
962.811438,132.247957,,,,,,
962.986121,132.251283,,,,,,
964.606543,132.252946,,,,,,
963.639502,132.253881,,,,,,
964.246008,132.256791,,,,,,
964.738623,132.258142,,,,,,
963.992712,132.258766,,,,,,
964.893896,132.261988,,,,,,
964.285132,132.259597,,,,,,
964.624915,132.263443,,,,,,
965.265051,132.263962,,,,,,
965.956580,132.264794,,,,,,
965.097327,132.265937,,,,,,
966.394568,132.267184,,,,,,
966.316870,132.268536,,,,,,
965.849219,132.271965,,,,,,
965.560095,132.272173,,,,,,
965.714758,132.272277,,,,,,
966.175635,132.273940,,,,,,
965.911902,132.276123,,,,,,
966.340369,132.278306,,,,,,
966.305579,132.280177,,,,,,
967.795081,132.280281,,,,,,
966.316138,132.282464,,,,,,
967.920752,132.284335,,,,,,
967.633704,132.284646,,,,,,
968.346289,132.287037,,,,,,
967.949683,132.288596,,,,,,
967.468909,132.289324,,,,,,
968.026221,132.290156,,,,,,
968.368201,132.291819,,,,,,
968.346411,132.293274,,,,,,
968.493933,132.294209,,,,,,
969.925635,132.292338,,,,,,
968.350867,132.295769,,,,,,
968.505225,132.298575,,,,,,
968.744116,132.298471,,,,,,
969.287390,132.299303,,,,,,
969.443274,132.303046,,,,,,
968.992773,132.305437,,,,,,
969.508948,132.303981,,,,,,
969.438208,132.304917,,,,,,
969.904517,132.307100,,,,,,
970.229590,132.307412,,,,,,
970.484351,132.310842,,,,,,
971.493384,132.309075,,,,,,
970.915747,132.312817,,,,,,
971.201453,132.314897,,,,,,
971.505591,132.314065,,,,,,
971.342627,132.320303,,,,,,
971.773962,132.318431,,,,,,
972.569250,132.321966,,,,,,
971.847327,132.320822,,,,,,
972.602332,132.322486,,,,,,
972.472571,132.323734,,,,,,
973.435767,132.324046,,,,,,
972.372595,132.328412,,,,,,
972.813269,132.327996,,,,,,
972.814185,132.329972,,,,,,
972.523962,132.328308,,,,,,
973.146643,132.331011,,,,,,
973.523596,132.332363,,,,,,
973.217383,132.334234,,,,,,
974.094092,132.336834,,,,,,
973.501990,132.334754,,,,,,
974.712012,132.338913,,,,,,
974.214087,132.339329,,,,,,
973.885962,132.342656,,,,,,
974.605872,132.340785,,,,,,
976.068579,132.345776,,,,,,
975.323828,132.344632,,,,,,
974.968726,132.347543,,,,,,
975.701575,132.348271,,,,,,
975.145422,132.347023,,,,,,
976.324377,132.350454,,,,,,
976.114722,132.353990,,,,,,
975.671973,132.352638,,,,,,
975.785864,132.353886,,,,,,
975.327124,132.355029,,,,,,
976.453955,132.356485,,,,,,
977.531470,132.358045,,,,,,
976.283423,132.359189,,,,,,
976.773169,132.360229,,,,,,
975.891089,132.360645,,,,,,
977.813208,132.361893,,,,,,
977.517676,132.365636,,,,,,
976.842566,132.364597,,,,,,
977.557654,132.367196,,,,,,
977.214209,132.370211,,,,,,
977.520117,132.368756,,,,,,
978.665869,132.372291,,,,,,
978.230505,132.373123,,,,,,
978.137427,132.373851,,,,,,
978.244116,132.376867,,,,,,
978.782385,132.376347,,,,,,
978.581702,132.377387,,,,,,
979.161475,132.377179,,,,,,
980.306494,132.379675,,,,,,
979.418616,132.380507,,,,,,
979.554846,132.382795,,,,,,
979.569617,132.384562,,,,,,
980.164038,132.387058,,,,,,
980.531531,132.388099,,,,,,
979.914771,132.389242,,,,,,
980.453284,132.389971,,,,,,
981.539893,132.389763,,,,,,
980.907629,132.392155,,,,,,
980.846838,132.393090,,,,,,
981.190710,132.396003,,,,,,
980.802588,132.395483,,,,,,
982.505225,132.398395,,,,,,
981.733435,132.398603,,,,,,
982.027686,132.401203,,,,,,
982.170081,132.401515,,,,,,
982.636389,132.404947,,,,,,
982.210913,132.402867,,,,,,
981.936682,132.406715,,,,,,
982.978308,132.407860,,,,,,
982.943701,132.408796,,,,,,
984.259924,132.409315,,,,,,
982.900061,132.411604,,,,,,
983.018225,132.409524,,,,,,
983.872168,132.412852,,,,,,
984.396155,132.417845,,,,,,
983.796790,132.414620,,,,,,
984.184546,132.417220,,,,,,
984.488989,132.418365,,,,,,
983.807959,132.421069,,,,,,
985.155188,132.420965,,,,,,
984.507178,132.423565,,,,,,
985.368445,132.422629,,,,,,
985.002539,132.426686,,,,,,
984.466528,132.427206,,,,,,
985.503638,132.428038,,,,,,
984.992102,132.429079,,,,,,
985.454382,132.432824,,,,,,
985.838416,132.434592,,,,,,
986.160925,132.433240,,,,,,
985.711707,132.433656,,,,,,
986.184363,132.436672,,,,,,
987.081580,132.440105,,,,,,
985.980688,132.439896,,,,,,
986.964514,132.439793,,,,,,
987.625830,132.441769,,,,,,
988.336218,132.443746,,,,,,
987.147559,132.445098,,,,,,
987.347693,132.445722,,,,,,
987.821570,132.447283,,,,,,
987.754065,132.448323,,,,,,
988.128455,132.447491,,,,,,
988.481909,132.450612,,,,,,
988.280005,132.451028,,,,,,
987.949072,132.453317,,,,,,
988.358008,132.454773,,,,,,
988.774634,132.453628,,,,,,
989.052588,132.458726,,,,,,
989.768835,132.460911,,,,,,
989.086340,132.461327,,,,,,
988.982581,132.462056,,,,,,
989.855505,132.464969,,,,,,
991.207556,132.463824,,,,,,
989.882361,132.464865,,,,,,
990.113562,132.468194,,,,,,
990.812964,132.466945,,,,,,
991.232031,132.470067,,,,,,
990.403540,132.470587,,,,,,
990.988806,132.471835,,,,,,
991.288123,132.475268,,,,,,
990.909949,132.473604,,,,,,
992.100806,132.476726,,,,,,
991.262976,132.477142,,,,,,
992.805945,132.478702,,,,,,
991.214636,132.479015,,,,,,
991.509680,132.480575,,,,,,
991.929480,132.481199,,,,,,
992.505774,132.483801,,,,,,
993.130286,132.485882,,,,,,
992.522925,132.486402,,,,,,
993.189001,132.489628,,,,,,
992.690833,132.490044,,,,,,
993.263403,132.491501,,,,,,
993.264258,132.490980,,,,,,
994.365881,132.494415,,,,,,
993.239111,132.493582,,,,,,
993.766638,132.496495,,,,,,
994.066687,132.498160,,,,,,
993.758093,132.499201,,,,,,
994.391882,132.498889,,,,,,
994.639868,132.500761,,,,,,
994.665076,132.500345,,,,,,
994.746558,132.505444,,,,,,
994.840674,132.504819,,,,,,
995.972693,132.508150,,,,,,
995.597815,132.509190,,,,,,
996.444556,132.509503,,,,,,
995.384253,132.513353,,,,,,
995.990088,132.513457,,,,,,
996.108313,132.514081,,,,,,
995.500952,132.517620,,,,,,
996.458472,132.518036,,,,,,
995.830237,132.516787,,,,,,
996.937842,132.518972,,,,,,
997.023413,132.523447,,,,,,
996.761572,132.523031,,,,,,
997.379187,132.524280,,,,,,
997.796484,132.526361,,,,,,
997.929419,132.527194,,,,,,
997.701392,132.529171,,,,,,
997.906958,132.530524,,,,,,
998.419043,132.531253,,,,,,
998.266211,132.534063,,,,,,
998.842993,132.532606,,,,,,
998.835974,132.534167,,,,,,
998.646948,132.536665,,,,,,
999.201086,132.538226,,,,,,
998.864417,132.540307,,,,,,
999.307288,132.539996,,,,,,
999.853430,132.541556,,,,,,
999.107886,132.540828,,,,,,
999.765540,132.544783,,,,,,
999.813879,132.546136,,,,,,
999.085364,132.546032,,,,,,
1000.084814,132.546969,,,,,,
999.876746,132.548322,,,,,,
1000.910681,132.550715,,,,,,
1000.876990,132.552276,,,,,,
1001.605017,132.551757,,,,,,
1000.871741,132.556024,,,,,,
1001.309973,132.556544,,,,,,
1001.531470,132.556857,,,,,,
1001.680884,132.559459,,,,,,
1001.661047,132.559147,,,,,,
1002.005957,132.559459,,,,,,
1001.776709,132.562477,,,,,,
1002.416418,132.565080,,,,,,
1002.602515,132.563935,,,,,,
1002.893164,132.566433,,,,,,
1002.666357,132.567786,,,,,,
1002.699316,132.569555,,,,,,
1002.873450,132.569764,,,,,,
1003.244177,132.572158,,,,,,
1004.571082,132.571013,,,,,,
1003.500037,132.574136,,,,,,
1004.048987,132.575905,,,,,,
1003.682776,132.577258,,,,,,
1003.845801,132.577363,,,,,,
1004.097266,132.581422,,,,,,
1003.350012,132.579445,,,,,,
1004.708105,132.583609,,,,,,
1005.118933,132.584962,,,,,,
1004.571204,132.585691,,,,,,
1005.305212,132.587565,,,,,,
1005.347388,132.588918,,,,,,
1005.276709,132.589439,,,,,,
1004.375647,132.589126,,,,,,
1005.963110,132.592249,,,,,,
1005.425757,132.592665,,,,,,
1006.191382,132.594540,,,,,,
1006.181982,132.595894,,,,,,
1006.265540,132.596518,,,,,,
1006.459875,132.599849,,,,,,
1006.740698,132.600786,,,,,,
1007.082617,132.602035,,,,,,
1007.290320,132.604535,,,,,,
1007.592993,132.604222,,,,,,
1007.235754,132.605575,,,,,,
