Aged 1st H,,,,,,,
T (K),V (mm3),,,,,,
717.577612,130.291516,,,,,,
717.749945,130.293368,,,,,,
717.908392,130.294911,,,,,,
718.043951,130.297381,,,,,,
718.282080,130.298102,,,,,,
718.441809,130.299130,,,,,,
718.599707,130.300777,,,,,,
718.820166,130.300880,,,,,,
718.954901,130.302732,,,,,,
719.142340,130.304379,,,,,,
719.391882,130.305819,,,,,,
719.538794,130.306128,,,,,,
719.753729,130.306745,,,,,,
719.743079,130.309009,,,,,,
720.063544,130.310038,,,,,,
720.182990,130.311788,,,,,,
720.378821,130.311170,,,,,,
720.407904,130.313846,,,,,,
720.532477,130.314875,,,,,,
720.686499,130.315904,,,,,,
720.905951,130.317757,,,,,,
721.053656,130.318786,,,,,,
721.148535,130.319712,,,,,,
721.276862,130.320741,,,,,,
721.713538,130.321462,,,,,,
721.729651,130.322696,,,,,,
721.941443,130.324240,,,,,,
722.209784,130.324755,,,,,,
722.170935,130.326196,,,,,,
722.476721,130.327636,,,,,,
722.581366,130.328357,,,,,,
722.761908,130.329592,,,,,,
722.896429,130.330827,,,,,,
723.157935,130.332679,,,,,,
723.331274,130.333400,,,,,,
723.430762,130.334120,,,,,,
723.695197,130.336076,,,,,,
723.818304,130.336282,,,,,,
723.944373,130.337517,,,,,,
724.224738,130.338546,,,,,,
724.142126,130.340090,,,,,,
724.324225,130.341737,,,,,,
724.625281,130.343075,,,,,,
724.795538,130.344310,,,,,,
724.917822,130.345442,,,,,,
725.089789,130.347089,,,,,,
725.252509,130.347295,,,,,,
725.396979,130.348530,,,,,,
725.619971,130.350485,,,,,,
725.834479,130.351721,,,,,,
725.828589,130.353470,,,,,,
726.324957,130.354088,,,,,,
726.401221,130.354808,,,,,,
726.494360,130.355529,,,,,,
726.447150,130.356867,,,,,,
726.878577,130.358308,,,,,,
727.081641,130.360367,,,,,,
727.030707,130.360881,,,,,,
727.364294,130.362014,,,,,,
727.593878,130.363867,,,,,,
727.579535,130.364073,,,,,,
727.677283,130.366028,,,,,,
727.938361,130.367366,,,,,,
728.165839,130.367984,,,,,,
728.276556,130.369940,,,,,,
728.448370,130.370352,,,,,,
728.580206,130.372205,,,,,,
728.820624,130.372513,,,,,,
729.061011,130.373028,,,,,,
729.081641,130.374984,,,,,,
729.196936,130.376425,,,,,,
729.464758,130.376734,,,,,,
729.468542,130.378381,,,,,,
729.733344,130.380955,,,,,,
729.997229,130.381984,,,,,,
730.148352,130.382808,,,,,,
730.287238,130.384043,,,,,,
730.480048,130.385484,,,,,,
730.666022,130.385484,,,,,,
730.689154,130.385999,,,,,,
731.132269,130.387749,,,,,,
731.223120,130.389088,,,,,,
731.201666,130.390117,,,,,,
731.494543,130.390426,,,,,,
731.547919,130.391044,,,,,,
731.735541,130.393103,,,,,,
732.028326,130.394544,,,,,,
732.063300,130.395985,,,,,,
732.203802,130.397015,,,,,,
732.510870,130.398456,,,,,,
732.638312,130.399486,,,,,,
732.893591,130.401957,,,,,,
732.966742,130.402471,,,,,,
733.219092,130.402986,,,,,,
733.251044,130.403501,,,,,,
733.483527,130.406487,,,,,,
733.556738,130.407619,,,,,,
733.692542,130.408443,,,,,,
733.842657,130.408958,,,,,,
733.975897,130.410914,,,,,,
734.208411,130.412252,,,,,,
734.442145,130.414003,,,,,,
734.613654,130.414724,,,,,,
734.673743,130.415753,,,,,,
734.882666,130.417195,,,,,,
735.126471,130.418122,,,,,,
735.305518,130.418945,,,,,,
735.432837,130.419666,,,,,,
735.523260,130.420902,,,,,,
735.750952,130.421519,,,,,,
735.833319,130.423167,,,,,,
736.259772,130.424814,,,,,,
736.218634,130.425535,,,,,,
736.463141,130.426462,,,,,,
736.573645,130.428212,,,,,,
736.901740,130.429551,,,,,,
736.998358,130.430890,,,,,,
737.101263,130.432640,,,,,,
737.344916,130.432640,,,,,,
737.511603,130.433979,,,,,,
737.487311,130.435523,,,,,,
737.734656,130.437583,,,,,,
737.985846,130.438510,,,,,,
738.074835,130.440260,,,,,,
738.144904,130.440569,,,,,,
738.301581,130.441187,,,,,,
738.565710,130.443865,,,,,,
738.774359,130.444688,,,,,,
738.977576,130.445924,,,,,,
739.122809,130.447366,,,,,,
739.277289,130.447572,,,,,,
739.378455,130.448704,,,,,,
739.621100,130.450764,,,,,,
739.783972,130.451794,,,,,,
739.951483,130.452618,,,,,,
740.039587,130.452824,,,,,,
740.276251,130.453751,,,,,,
740.377417,130.455913,,,,,,
740.620001,130.457355,,,,,,
740.656531,130.457870,,,,,,
740.823889,130.459518,,,,,,
741.197302,130.460239,,,,,,
741.251929,130.462813,,,,,,
741.358435,130.463431,,,,,,
741.573676,130.464461,,,,,,
741.750739,130.466933,,,,,,
741.811560,130.466933,,,,,,
742.071631,130.468272,,,,,,
742.292273,130.469199,,,,,,
742.384070,130.470023,,,,,,
742.752783,130.473112,,,,,,
742.758215,130.472906,,,,,,
743.033331,130.473937,,,,,,
743.089514,130.475687,,,,,,
743.393500,130.476614,,,,,,
743.553290,130.477953,,,,,,
743.661017,130.479189,,,,,,
743.876074,130.481249,,,,,,
744.027441,130.481867,,,,,,
744.183752,130.483103,,,,,,
744.335150,130.484854,,,,,,
744.194647,130.484751,,,,,,
744.525885,130.484648,,,,,,
744.763464,130.486502,,,,,,
744.971808,130.487326,,,,,,
745.024969,130.487532,,,,,,
745.181342,130.491755,,,,,,
745.401801,130.491034,,,,,,
745.534613,130.492991,,,,,,
745.877783,130.494433,,,,,,
745.820044,130.494743,,,,,,
746.137640,130.496905,,,,,,
746.171912,130.497730,,,,,,
746.364691,130.500716,,,,,,
746.511298,130.500305,,,,,,
746.603003,130.500923,,,,,,
746.907629,130.502777,,,,,,
747.100226,130.503395,,,,,,
747.161902,130.505146,,,,,,
747.394293,130.506794,,,,,,
747.672827,130.507000,,,,,,
747.850409,130.509061,,,,,,
747.780005,130.511018,,,,,,
747.972662,130.510709,,,,,,
748.268713,130.512357,,,,,,
748.224707,130.512666,,,,,,
748.494818,130.514211,,,,,,
748.803717,130.514521,,,,,,
748.920538,130.516374,,,,,,
749.077551,130.517611,,,,,,
749.267188,130.519362,,,,,,
749.405310,130.520186,,,,,,
749.620947,130.521938,,,,,,
749.689093,130.522967,,,,,,
749.983344,130.522967,,,,,,
750.087225,130.525749,,,,,,
750.276312,130.526161,,,,,,
750.401465,130.526471,,,,,,
750.488043,130.526986,,,,,,
750.688910,130.529767,,,,,,
750.924048,130.532652,,,,,,
751.011938,130.533167,,,,,,
751.220282,130.533785,,,,,,
751.267554,130.534918,,,,,,
751.658759,130.535125,,,,,,
751.780859,130.537185,,,,,,
751.808905,130.538009,,,,,,
752.081183,130.539246,,,,,,
752.448798,130.540894,,,,,,
752.373114,130.541615,,,,,,
752.551276,130.542955,,,,,,
752.730719,130.544809,,,,,,
752.916418,130.545737,,,,,,
753.075659,130.547488,,,,,,
753.284796,130.550064,,,,,,
753.346167,130.549137,,,,,,
753.631781,130.550167,,,,,,
753.696997,130.552124,,,,,,
753.905249,130.553876,,,,,,
753.944037,130.553155,,,,,,
754.396399,130.555422,,,,,,
754.638800,130.556658,,,,,,
754.422278,130.556968,,,,,,
754.752509,130.558616,,,,,,
755.002386,130.560265,,,,,,
755.011603,130.562634,,,,,,
755.358435,130.562326,,,,,,
755.519781,130.564283,,,,,,
755.565283,130.564901,,,,,,
755.803046,130.566550,,,,,,
755.887915,130.567684,,,,,,
756.031622,130.569023,,,,,,
756.195410,130.569538,,,,,,
756.461035,130.570466,,,,,,
756.546698,130.571908,,,,,,
756.578467,130.573866,,,,,,
756.865454,130.574794,,,,,,
757.259741,130.577267,,,,,,
757.216711,130.577988,,,,,,
757.354498,130.579225,,,,,,
757.561224,130.579843,,,,,,
757.923743,130.581492,,,,,,
757.804755,130.581389,,,,,,
758.084906,130.583140,,,,,,
758.335394,130.583965,,,,,,
758.448096,130.586232,,,,,,
758.479865,130.586850,,,,,,
758.803015,130.587366,,,,,,
758.891516,130.590664,,,,,,
759.210791,130.591282,,,,,,
759.347754,130.592209,,,,,,
759.352332,130.593343,,,,,,
759.465033,130.593755,,,,,,
759.622473,130.594682,,,,,,
759.949194,130.596641,,,,,,
760.037634,130.597053,,,,,,
760.184576,130.598084,,,,,,
760.368994,130.599012,,,,,,
760.583075,130.600763,,,,,,
760.651923,130.601897,,,,,,
760.905157,130.603649,,,,,,
761.057928,130.604267,,,,,,
761.184271,130.606637,,,,,,
761.638525,130.607050,,,,,,
761.554694,130.608081,,,,,,
761.680304,130.609730,,,,,,
761.987280,130.611791,,,,,,
762.088599,130.612719,,,,,,
762.325140,130.613543,,,,,,
762.551154,130.614471,,,,,,
762.612433,130.615811,,,,,,
762.873083,130.616326,,,,,,
762.893439,130.617048,,,,,,
763.002325,130.618490,,,,,,
763.312964,130.620449,,,,,,
763.513892,130.621170,,,,,,
763.611395,130.621995,,,,,,
763.833655,130.623438,,,,,,
763.874945,130.624262,,,,,,
764.159186,130.625809,,,,,,
764.293036,130.627149,,,,,,
764.192542,130.627767,,,,,,
764.551459,130.629623,,,,,,
764.849005,130.630344,,,,,,
764.989478,130.632715,,,,,,
765.022803,130.633539,,,,,,
765.445746,130.634673,,,,,,
765.444983,130.635395,,,,,,
765.609534,130.637354,,,,,,
765.807410,130.638384,,,,,,
765.940344,130.638796,,,,,,
766.105750,130.640240,,,,,,
766.355688,130.641167,,,,,,
766.440222,130.642301,,,,,,
766.492346,130.645188,,,,,,
766.721838,130.646837,,,,,,
766.900092,130.646940,,,,,,
767.253271,130.648383,,,,,,
767.244940,130.648899,,,,,,
767.431525,130.650548,,,,,,
767.643469,130.651991,,,,,,
767.727148,130.652507,,,,,,
768.014899,130.653228,,,,,,
768.161810,130.654877,,,,,,
768.248053,130.656115,,,,,,
768.372565,130.658177,,,,,,
768.573218,130.658073,,,,,,
768.758887,130.660238,,,,,,
768.875067,130.661682,,,,,,
769.157263,130.661785,,,,,,
769.312506,130.662507,,,,,,
769.447760,130.664878,,,,,,
769.818121,130.665806,,,,,,
769.851447,130.666630,,,,,,
769.880591,130.667249,,,,,,
770.226843,130.669311,,,,,,
770.335394,130.670651,,,,,,
770.328741,130.672197,,,,,,
770.738989,130.673744,,,,,,
770.835577,130.674362,,,,,,
770.979498,130.675600,,,,,,
771.085150,130.676528,,,,,,
771.305182,130.678693,,,,,,
771.356360,130.679518,,,,,,
771.707892,130.679724,,,,,,
771.701208,130.682198,,,,,,
772.062231,130.683023,,,,,,
772.168280,130.683745,,,,,,
772.139166,130.684982,,,,,,
772.536292,130.686426,,,,,,
772.741370,130.687456,,,,,,
772.701361,130.688385,,,,,,
773.041968,130.690859,,,,,,
772.983313,130.691272,,,,,,
773.256842,130.694365,,,,,,
773.545386,130.693849,,,,,,
773.580725,130.695705,,,,,,
773.873816,130.697355,,,,,,
774.069617,130.697149,,,,,,
774.168463,130.698592,,,,,,
774.280737,130.700345,,,,,,
774.505957,130.700449,,,,,,
774.634863,130.702099,,,,,,
774.811041,130.703336,,,,,,
774.771155,130.704470,,,,,,
775.128943,130.706532,,,,,,
775.277258,130.707564,,,,,,
775.316290,130.708801,,,,,,
775.686133,130.708801,,,,,,
775.855627,130.710554,,,,,,
775.888831,130.711791,,,,,,
776.141058,130.713751,,,,,,
776.280157,130.715503,,,,,,
776.521918,130.716638,,,,,,
776.698035,130.716329,,,,,,
776.744177,130.718288,,,,,,
776.972174,130.719525,,,,,,
777.072211,130.719113,,,,,,
777.381567,130.720453,,,,,,
777.312292,130.723238,,,,,,
777.763220,130.723135,,,,,,
777.774420,130.725094,,,,,,
777.940100,130.726538,,,,,,
778.028082,130.727776,,,,,,
778.352454,130.728394,,,,,,
778.513464,130.731076,,,,,,
778.618018,130.730869,,,,,,
778.736731,130.731798,,,,,,
778.896552,130.733757,,,,,,
779.063452,130.735201,,,,,,
779.280066,130.736438,,,,,,
779.415411,130.737057,,,,,,
779.596777,130.738191,,,,,,
779.809698,130.739532,,,,,,
780.051947,130.741389,,,,,,
780.044897,130.742317,,,,,,
780.230017,130.744070,,,,,,
780.527869,130.746030,,,,,,
780.647314,130.747474,,,,,,
780.824103,130.747267,,,,,,
780.821204,130.748402,,,,,,
781.185004,130.749227,,,,,,
781.218176,130.749949,,,,,,
781.561591,130.751805,,,,,,
781.458014,130.752321,,,,,,
781.763159,130.754488,,,,,,
781.922461,130.755828,,,,,,
782.092444,130.757169,,,,,,
782.192480,130.757994,,,,,,
782.417120,130.758613,,,,,,
782.438300,130.759644,,,,,,
782.780798,130.761295,,,,,,
783.005591,130.762636,,,,,,
783.121191,130.762842,,,,,,
783.339270,130.765420,,,,,,
783.414282,130.765833,,,,,,
783.550299,130.768618,,,,,,
783.639807,130.768825,,,,,,
784.019049,130.769237,,,,,,
784.127264,130.770578,,,,,,
784.316656,130.773363,,,,,,
784.269446,130.774498,,,,,,
784.665198,130.774910,,,,,,
784.681677,130.776561,,,,,,
785.021948,130.777696,,,,,,
785.210425,130.778831,,,,,,
785.238257,130.780790,,,,,,
785.377844,130.781306,,,,,,
785.570959,130.782750,,,,,,
785.766821,130.783163,,,,,,
785.910193,130.785226,,,,,,
786.067175,130.785123,,,,,,
786.327673,130.787392,,,,,,
786.479285,130.787805,,,,,,
786.582861,130.789662,,,,,,
786.647437,130.790384,,,,,,
786.961829,130.792860,,,,,,
787.151038,130.792447,,,,,,
787.292212,130.794201,,,,,,
787.524084,130.796987,,,,,,
787.675635,130.796677,,,,,,
787.736548,130.798534,,,,,,
787.817664,130.801216,,,,,,
788.099585,130.802248,,,,,,
788.432837,130.802867,,,,,,
788.581458,130.804414,,,,,,
788.525977,130.806891,,,,,,
788.768958,130.806891,,,,,,
788.916724,130.807819,,,,,,
789.096655,130.809470,,,,,,
789.257300,130.809779,,,,,,
789.413367,130.811843,,,,,,
789.564795,130.812565,,,,,,
789.737341,130.814319,,,,,,
790.033606,130.815144,,,,,,
790.149023,130.816588,,,,,,
790.224768,130.817311,,,,,,
790.313269,130.818859,,,,,,
790.538367,130.820097,,,,,,
790.590063,130.821541,,,,,,
790.913123,130.822573,,,,,,
791.101355,130.823398,,,,,,
791.212988,130.826081,,,,,,
791.505408,130.827525,,,,,,
791.625342,130.829279,,,,,,
791.848669,130.830827,,,,,,
791.801489,130.830724,,,,,,
792.128210,130.832478,,,,,,
792.376257,130.833097,,,,,,
792.524756,130.835470,,,,,,
792.558264,130.836915,,,,,,
792.708289,130.836811,,,,,,
793.023718,130.838050,,,,,,
793.184119,130.839495,,,,,,
793.220007,130.840939,,,,,,
793.409827,130.841971,,,,,,
793.711523,130.843313,,,,,,
793.798315,130.844344,,,,,,
793.907019,130.845686,,,,,,
794.135535,130.847440,,,,,,
794.211279,130.848369,,,,,,
794.335608,130.848678,,,,,,
794.638037,130.850123,,,,,,
794.785559,130.852290,,,,,,
795.007422,130.853012,,,,,,
795.106177,130.854457,,,,,,
795.312720,130.856418,,,,,,
795.405615,130.857966,,,,,,
795.657263,130.857553,,,,,,
795.748450,130.859926,,,,,,
796.068274,130.860030,,,,,,
796.164099,130.861475,,,,,,
796.330908,130.863848,,,,,,
796.428381,130.864364,,,,,,
796.643164,130.865705,,,,,,
796.640295,130.866222,,,,,,
796.957434,130.867976,,,,,,
797.042090,130.869524,,,,,,
797.232764,130.870350,,,,,,
797.468481,130.872414,,,,,,
797.533789,130.874168,,,,,,
797.696875,130.874065,,,,,,
798.079932,130.875200,,,,,,
798.071692,130.877574,,,,,,
798.332068,130.878812,,,,,,
798.447302,130.879845,,,,,,
798.516211,130.881187,,,,,,
798.779517,130.882012,,,,,,
798.946265,130.881392,,,,,,
799.114600,130.882941,,,,,,
799.276831,130.884076,,,,,,
799.349402,130.885934,,,,,,
799.440588,130.886863,,,,,,
799.883337,130.888411,,,,,,
799.772803,130.888721,,,,,,
800.082190,130.890372,,,,,,
800.303687,130.893675,,,,,,
800.450171,130.892952,,,,,,
800.391211,130.894398,,,,,,
800.765662,130.896771,,,,,,
800.849463,130.897907,,,,,,
801.039954,130.898629,,,,,,
801.335242,130.901313,,,,,,
801.402441,130.900384,,,,,,
801.506384,130.902345,,,,,,
801.897253,130.904513,,,,,,
801.898108,130.905338,,,,,,
802.131934,130.906474,,,,,,
802.285315,130.908229,,,,,,
802.392004,130.909158,,,,,,
802.480261,130.909880,,,,,,
802.797705,130.911945,,,,,,
802.968665,130.913390,,,,,,
803.045020,130.914835,,,,,,
803.324500,130.915558,,,,,,
803.485205,130.917003,,,,,,
803.586584,130.919274,,,,,,
803.778601,130.920100,,,,,,
803.858618,130.920823,,,,,,
804.151160,130.921751,,,,,,
804.180396,130.922577,,,,,,
804.388892,130.924539,,,,,,
804.524878,130.927945,,,,,,
804.798010,130.927739,,,,,,
804.886206,130.929184,,,,,,
805.056311,130.930320,,,,,,
805.240088,130.931868,,,,,,
805.499060,130.932900,,,,,,
805.511877,130.934759,,,,,,
805.805945,130.935275,,,,,,
805.973120,130.935998,,,,,,
806.129248,130.938166,,,,,,
806.264319,130.940333,,,,,,
806.415808,130.940437,,,,,,
806.630835,130.943121,,,,,,
806.800024,130.944257,,,,,,
806.750159,130.945599,,,,,,
807.039648,130.945805,,,,,,
807.259070,130.947148,,,,,,
807.527441,130.949316,,,,,,
807.520911,130.950142,,,,,,
807.811072,130.950451,,,,,,
807.978247,130.951277,,,,,,
808.142371,130.953033,,,,,,
808.225134,130.953962,,,,,,
808.349768,130.955614,,,,,,
808.589392,130.957059,,,,,,
808.790564,130.959640,,,,,,
809.044836,130.960363,,,,,,
809.165808,130.962738,,,,,,
809.367834,130.963254,,,,,,
809.490027,130.963977,,,,,,
809.721289,130.965732,,,,,,
809.873450,130.966352,,,,,,
809.840552,130.967488,,,,,,
810.123938,130.969243,,,,,,
810.289282,130.970895,,,,,,
810.492896,130.970585,,,,,,
810.592810,130.973270,,,,,,
810.876196,130.975025,,,,,,
811.052161,130.975851,,,,,,
811.223181,130.977193,,,,,,
811.166907,130.978639,,,,,,
811.411169,130.979053,,,,,,
811.552588,130.981634,,,,,,
811.833838,130.982150,,,,,,
811.996130,130.984112,,,,,,
812.224768,130.984525,,,,,,
812.373145,130.986280,,,,,,
812.567603,130.987623,,,,,,
812.747229,130.988553,,,,,,
812.801428,130.989998,,,,,,
813.032385,130.992063,,,,,,
813.125708,130.993612,,,,,,
813.287207,130.994232,,,,,,
813.352148,130.995058,,,,,,
813.602393,130.996504,,,,,,
813.752844,130.998053,,,,,,
813.921240,131.000738,,,,,,
814.089331,131.000325,,,,,,
814.288916,131.002184,,,,,,
814.451208,131.003836,,,,,,
814.566626,131.006211,,,,,,
814.881750,131.006624,,,,,,
814.959692,131.008070,,,,,,
815.193396,131.009103,,,,,,
815.296973,131.010962,,,,,,
815.263647,131.011788,,,,,,
815.570898,131.013131,,,,,,
815.708044,131.015300,,,,,,
816.065710,131.014370,,,,,,
816.206519,131.017056,,,,,,
816.275122,131.018191,,,,,,
816.409766,131.020257,,,,,,
816.659827,131.021393,,,,,,
816.633093,131.023666,,,,,,
816.905249,131.024388,,,,,,
817.221350,131.024905,,,,,,
817.167151,131.026867,,,,,,
817.508704,131.027694,,,,,,
817.622351,131.029553,,,,,,
817.687170,131.030069,,,,,,
817.937964,131.032238,,,,,,
818.237524,131.034201,,,,,,
818.148474,131.035337,,,,,,
818.273230,131.036886,,,,,,
818.604407,131.040295,,,,,,
819.005164,131.039469,,,,,,
819.008032,131.040605,,,,,,
819.134436,131.041328,,,,,,
819.325537,131.044943,,,,,,
819.398962,131.045563,,,,,,
819.522498,131.046079,,,,,,
819.766516,131.048352,,,,,,
819.987097,131.048971,,,,,,
820.225867,131.050005,,,,,,
820.178259,131.051761,,,,,,
820.523169,131.053103,,,,,,
820.743750,131.054240,,,,,,
820.699927,131.056203,,,,,,
820.881506,131.057649,,,,,,
821.184485,131.059095,,,,,,
821.255042,131.059715,,,,,,
821.354651,131.060954,,,,,,
821.513647,131.062194,,,,,,
821.760413,131.063744,,,,,,
821.970862,131.064157,,,,,,
822.108008,131.066842,,,,,,
822.477332,131.068289,,,,,,
822.424414,131.069839,,,,,,
822.617163,131.070872,,,,,,
822.794470,131.072111,,,,,,
822.964575,131.072731,,,,,,
823.114539,131.075107,,,,,,
823.234167,131.076244,,,,,,
823.368567,131.078310,,,,,,
823.696692,131.079033,,,,,,
823.765112,131.079653,,,,,,
823.910559,131.079860,,,,,,
824.227576,131.082029,,,,,,
824.191138,131.084096,,,,,,
824.479956,131.085852,,,,,,
824.473425,131.087091,,,,,,
824.727209,131.088022,,,,,,
825.031531,131.088641,,,,,,
825.013159,131.090914,,,,,,
825.198645,131.092361,,,,,,
825.370215,131.093394,,,,,,
825.570410,131.095151,,,,,,
825.736670,131.097423,,,,,,
826.020789,131.098353,,,,,,
826.055579,131.100213,,,,,,
826.159644,131.102486,,,,,,
826.286414,131.103726,,,,,,
826.552954,131.105689,,,,,,
826.708533,131.106619,,,,,,
826.875525,131.107653,,,,,,
827.094397,131.109926,,,,,,
827.227881,131.111373,,,,,,
827.465979,131.111786,,,,,,
827.678809,131.113129,,,,,,
827.588354,131.113853,,,,,,
827.880530,131.116229,,,,,,
827.956213,131.116643,,,,,,
828.201697,131.117986,,,,,,
828.384985,131.119329,,,,,,
828.561316,131.121292,,,,,,
828.843970,131.122532,,,,,,
828.787512,131.124496,,,,,,
829.087683,131.125529,,,,,,
829.323279,131.126976,,,,,,
829.358862,131.128009,,,,,,
829.572363,131.129766,,,,,,
829.737952,131.130799,,,,,,
830.063025,131.132556,,,,,,
830.054907,131.133486,,,,,,
830.284644,131.135967,,,,,,
830.655859,131.137620,,,,,,
830.468665,131.139583,,,,,,
830.787146,131.139377,,,,,,
830.902014,131.142477,,,,,,
831.166418,131.143097,,,,,,
831.372473,131.144544,,,,,,
831.476660,131.146301,,,,,,
831.636084,131.146508,,,,,,
831.821143,131.148885,,,,,,
831.906592,131.149298,,,,,,
832.139075,131.150331,,,,,,
832.246558,131.152502,,,,,,
832.517493,131.154259,,,,,,
832.722571,131.154982,,,,,,
832.857458,131.158083,,,,,,
832.821875,131.158703,,,,,,
833.174475,131.160563,,,,,,
833.249121,131.162217,,,,,,
833.418738,131.163251,,,,,,
833.609045,131.164904,,,,,,
833.824316,131.165938,,,,,,
833.803015,131.167489,,,,,,
834.089392,131.168935,,,,,,
834.289832,131.170796,,,,,,
834.532019,131.171726,,,,,,
834.668799,131.174104,,,,,,
834.764319,131.175551,,,,,,
834.797034,131.175757,,,,,,
835.053076,131.177825,,,,,,
835.233435,131.178651,,,,,,
835.367346,131.179582,,,,,,
835.491858,131.181649,,,,,,
835.753088,131.182373,,,,,,
835.779639,131.183613,,,,,,
836.111060,131.186507,,,,,,
836.174719,131.187748,,,,,,
836.449744,131.188575,,,,,,
836.689307,131.190436,,,,,,
836.860327,131.192193,,,,,,
837.057837,131.193950,,,,,,
837.037817,131.194984,,,,,,
837.258154,131.197465,,,,,,
837.333594,131.197878,,,,,,
837.817847,131.199739,,,,,,
837.915320,131.201496,,,,,,
837.952490,131.202427,,,,,,
838.148291,131.203977,,,,,,
838.265295,131.205942,,,,,,
838.440344,131.207286,,,,,,
838.675696,131.209973,,,,,,
838.761267,131.208836,,,,,,
838.931250,131.211317,,,,,,
839.032446,131.212765,,,,,,
839.336218,131.214212,,,,,,
839.438940,131.215349,,,,,,
839.668066,131.217520,,,,,,
839.901770,131.219485,,,,,,
839.988074,131.220725,,,,,,
840.087256,131.222380,,,,,,
840.315466,131.223103,,,,,,
840.547278,131.223827,,,,,,
840.585669,131.225791,,,,,,
840.854651,131.227549,,,,,,
841.005896,131.229307,,,,,,
841.160315,131.231374,,,,,,
841.239355,131.231788,,,,,,
841.350195,131.233236,,,,,,
841.787390,131.236647,,,,,,
841.833838,131.236751,,,,,,
841.928381,131.238405,,,,,,
842.008215,131.240370,,,,,,
842.349158,131.240783,,,,,,
842.530920,131.243368,,,,,,
842.635168,131.244196,,,,,,
842.773291,131.245747,,,,,,
842.910559,131.246574,,,,,,
843.126746,131.247815,,,,,,
843.351172,131.250400,,,,,,
843.457495,131.250917,,,,,,
843.654517,131.251951,,,,,,
843.783606,131.254742,,,,,,
844.041357,131.255053,,,,,,
844.089392,131.256914,,,,,,
844.154089,131.258569,,,,,,
844.464758,131.260843,,,,,,
844.586462,131.261154,,,,,,
844.783423,131.262705,,,,,,
844.878699,131.265497,,,,,,
845.135535,131.265290,,,,,,
845.275549,131.266014,,,,,,
845.444434,131.269116,,,,,,
845.577979,131.270668,,,,,,
845.752173,131.271391,,,,,,
845.862769,131.273667,,,,,,
846.101599,131.273770,,,,,,
846.171606,131.276666,,,,,,
846.412939,131.277286,,,,,,
846.718787,131.278631,,,,,,
846.723303,131.280078,,,,,,
846.897498,131.282250,,,,,,
847.202551,131.283698,,,,,,
847.355811,131.284939,,,,,,
847.689795,131.286180,,,,,,
847.544531,131.288558,,,,,,
847.868323,131.289386,,,,,,
848.073340,131.291248,,,,,,
847.988257,131.292282,,,,,,
848.263159,131.293523,,,,,,
848.465308,131.294764,,,,,,
848.636755,131.297660,,,,,,
848.752722,131.299625,,,,,,
849.015784,131.302418,,,,,,
849.278784,131.302418,,,,,,
849.385657,131.304176,,,,,,
849.420264,131.305417,,,,,,
849.698645,131.308624,,,,,,
849.657629,131.308314,,,,,,
850.056677,131.310279,,,,,,
850.116492,131.312037,,,,,,
850.227087,131.312555,,,,,,
850.476477,131.313485,,,,,,
850.627600,131.314830,,,,,,
850.673193,131.317106,,,,,,
850.908667,131.319381,,,,,,
851.061926,131.320622,,,,,,
851.282996,131.320519,,,,,,
851.601050,131.323312,,,,,,
851.671729,131.323519,,,,,,
851.800452,131.326932,,,,,,
851.988135,131.327449,,,,,,
852.066931,131.328587,,,,,,
852.251685,131.331277,,,,,,
852.447424,131.331380,,,,,,
852.606604,131.333966,,,,,,
852.817786,131.336346,,,,,,
852.900183,131.336035,,,,,,
853.120215,131.338001,,,,,,
853.311377,131.339553,,,,,,
853.417456,131.340484,,,,,,
853.588416,131.342553,,,,,,
853.731665,131.344518,,,,,,
853.972327,131.345035,,,,,,
854.155371,131.346070,,,,,,
854.250403,131.347104,,,,,,
854.434241,131.349277,,,,,,
854.571875,131.350312,,,,,,
854.713843,131.352484,,,,,,
854.964636,131.352898,,,,,,
855.157385,131.355071,,,,,,
855.304236,131.356105,,,,,,
855.423499,131.357761,,,,,,
855.533850,131.359416,,,,,,
855.777319,131.360554,,,,,,
855.979285,131.362106,,,,,,
856.038977,131.363968,,,,,,
856.258765,131.365520,,,,,,
856.312354,131.366244,,,,,,
856.681433,131.368728,,,,,,
856.770972,131.369866,,,,,,
856.729163,131.370280,,,,,,
857.262122,131.374004,,,,,,
857.317297,131.375039,,,,,,
857.411353,131.375660,,,,,,
857.610449,131.377626,,,,,,
857.709021,131.379074,,,,,,
857.892615,131.380212,,,,,,
858.157263,131.381971,,,,,,
858.351050,131.383627,,,,,,
858.371741,131.384972,,,,,,
858.630347,131.385800,,,,,,
858.830115,131.387041,,,,,,
858.819189,131.389421,,,,,,
859.029150,131.390146,,,,,,
859.350073,131.391801,,,,,,
859.327429,131.393457,,,,,,
859.562415,131.394285,,,,,,
859.722510,131.397182,,,,,,
859.942053,131.397596,,,,,,
860.177832,131.398528,,,,,,
860.282751,131.400390,,,,,,
860.307104,131.401632,,,,,,
860.526648,131.402977,,,,,,
860.818701,131.405254,,,,,,
860.811438,131.404737,,,,,,
860.994910,131.407220,,,,,,
861.367896,131.409290,,,,,,
861.481604,131.409497,,,,,,
861.646033,131.411463,,,,,,
861.767126,131.411670,,,,,,
861.977759,131.413740,,,,,,
862.045264,131.414464,,,,,,
862.283789,131.416844,,,,,,
862.471716,131.418397,,,,,,
862.660254,131.419535,,,,,,
862.796729,131.420984,,,,,,
862.972815,131.423157,,,,,,
