Aged 1st H,,,,,,,
T (K),V (mm3),,,,,,
863.220068,131.423778,,,,,,
863.332983,131.424917,,,,,,
863.512671,131.426366,,,,,,
863.481055,131.427815,,,,,,
863.704810,131.429574,,,,,,
864.087683,131.430609,,,,,,
864.039954,131.432575,,,,,,
864.365637,131.434128,,,,,,
864.497534,131.436198,,,,,,
864.686072,131.437233,,,,,,
864.788000,131.438889,,,,,,
864.881873,131.440442,,,,,,
865.096594,131.440028,,,,,,
865.374426,131.441994,,,,,,
865.420569,131.442822,,,,,,
865.639807,131.444582,,,,,,
865.780615,131.447376,,,,,,
866.097998,131.448204,,,,,,
866.073706,131.449757,,,,,,
866.254919,131.450585,,,,,,
866.361243,131.451723,,,,,,
866.610266,131.452862,,,,,,
866.760229,131.455036,,,,,,
866.924109,131.456278,,,,,,
867.175085,131.456899,,,,,,
867.285742,131.459383,,,,,,
867.313757,131.460625,,,,,,
867.656470,131.461971,,,,,,
867.715063,131.462075,,,,,,
868.019751,131.465801,,,,,,
868.102637,131.464559,,,,,,
868.282019,131.468078,,,,,,
868.438757,131.469942,,,,,,
868.531409,131.471184,,,,,,
868.690955,131.472633,,,,,,
868.817419,131.473979,,,,,,
869.102942,131.475118,,,,,,
869.255347,131.477085,,,,,,
869.345374,131.477705,,,,,,
869.622961,131.479052,,,,,,
869.844702,131.480501,,,,,,
870.003333,131.481019,,,,,,
870.130225,131.483296,,,,,,
870.181555,131.484952,,,,,,
870.500525,131.485884,,,,,,
870.671729,131.488162,,,,,,
870.804114,131.488576,,,,,,
870.847266,131.491164,,,,,,
871.135657,131.492096,,,,,,
871.220129,131.493441,,,,,,
871.383154,131.493442,,,,,,
871.526465,131.495512,,,,,,
871.624548,131.496548,,,,,,
871.983679,131.498204,,,,,,
872.146826,131.499550,,,,,,
872.249304,131.501310,,,,,,
872.217017,131.502967,,,,,,
872.607642,131.504002,,,,,,
872.758887,131.505658,,,,,,
872.756995,131.506487,,,,,,
873.154822,131.509593,,,,,,
873.298804,131.509696,,,,,,
873.485205,131.510628,,,,,,
873.448523,131.513424,,,,,,
873.720801,131.513527,,,,,,
873.906348,131.516634,,,,,,
874.189917,131.517359,,,,,,
874.222144,131.518394,,,,,,
874.449683,131.518394,,,,,,
874.590063,131.522121,,,,,,
874.843665,131.522846,,,,,,
874.855383,131.523985,,,,,,
874.982336,131.525228,,,,,,
875.216223,131.526367,,,,,,
875.509314,131.527920,,,,,,
875.578711,131.529887,,,,,,
875.783484,131.530509,,,,,,
876.087439,131.533512,,,,,,
876.213538,131.534444,,,,,,
876.253882,131.535272,,,,,,
876.432898,131.536618,,,,,,
876.615393,131.538275,,,,,,
876.873328,131.539000,,,,,,
876.882300,131.540139,,,,,,
876.950720,131.542417,,,,,,
877.223120,131.542935,,,,,,
877.371313,131.545110,,,,,,
877.531348,131.545835,,,,,,
877.765784,131.547388,,,,,,
877.998694,131.548941,,,,,,
878.039038,131.550495,,,,,,
878.297888,131.551116,,,,,,
878.593604,131.553809,,,,,,
878.594397,131.555155,,,,,,
878.871130,131.556605,,,,,,
878.937537,131.557019,,,,,,
879.089453,131.558780,,,,,,
879.380530,131.560126,,,,,,
879.481177,131.561887,,,,,,
879.567358,131.562923,,,,,,
879.608435,131.563441,,,,,,
880.049658,131.565098,,,,,,
880.048560,131.567065,,,,,,
880.171729,131.567272,,,,,,
880.384558,131.569241,,,,,,
880.700598,131.571519,,,,,,
880.696143,131.571519,,,,,,
881.018469,131.573694,,,,,,
881.084937,131.573901,,,,,,
881.178320,131.576076,,,,,,
881.599219,131.577215,,,,,,
881.618140,131.577940,,,,,,
881.747290,131.581151,,,,,,
882.011145,131.581565,,,,,,
882.154822,131.583015,,,,,,
882.355994,131.584465,,,,,,
882.463416,131.585812,,,,,,
882.687842,131.587262,,,,,,
882.641150,131.587780,,,,,,
882.839514,131.590680,,,,,,
883.023291,131.592855,,,,,,
883.301672,131.593166,,,,,,
883.410986,131.594098,,,,,,
883.652258,131.594513,,,,,,
883.850562,131.597206,,,,,,
883.924170,131.598345,,,,,,
884.060400,131.600003,,,,,,
884.301611,131.602178,,,,,,
884.495337,131.603421,,,,,,
884.644141,131.604353,,,,,,
884.728613,131.605597,,,,,,
884.962561,131.606322,,,,,,
885.242285,131.608187,,,,,,
885.288916,131.608704,,,,,,
885.397375,131.610051,,,,,,
885.557776,131.611708,,,,,,
885.743384,131.613780,,,,,,
886.018591,131.614816,,,,,,
886.152075,131.616888,,,,,,
886.236487,131.617095,,,,,,
886.240820,131.619064,,,,,,
886.372717,131.620099,,,,,,
886.911292,131.621861,,,,,,
887.125464,131.622586,,,,,,
887.110205,131.624761,,,,,,
887.243506,131.626108,,,,,,
887.618994,131.627663,,,,,,
887.696082,131.628180,,,,,,
887.702551,131.629009,,,,,,
888.025000,131.631288,,,,,,
888.221777,131.632946,,,,,,
888.177222,131.633050,,,,,,
888.453833,131.635122,,,,,,
888.547766,131.636986,,,,,,
888.811133,131.638333,,,,,,
889.045996,131.639059,,,,,,
889.011023,131.640510,,,,,,
889.263525,131.641131,,,,,,
889.517615,131.643410,,,,,,
889.604712,131.644239,,,,,,
889.671667,131.645482,,,,,,
889.986792,131.647658,,,,,,
890.013708,131.647762,,,,,,
890.250037,131.649316,,,,,,
890.465918,131.652010,,,,,,
890.650061,131.651698,,,,,,
890.719885,131.652631,,,,,,
890.954504,131.655015,,,,,,
891.060889,131.656569,,,,,,
891.219275,131.657916,,,,,,
891.427832,131.659263,,,,,,
891.588721,131.659781,,,,,,
891.479590,131.661957,,,,,,
891.934058,131.662786,,,,,,
892.169409,131.663822,,,,,,
892.154211,131.665480,,,,,,
892.452124,131.666723,,,,,,
892.450110,131.667656,,,,,,
892.705115,131.670350,,,,,,
892.972510,131.672733,,,,,,
892.983435,131.672112,,,,,,
893.267676,131.674909,,,,,,
893.341772,131.675635,,,,,,
893.383032,131.677086,,,,,,
893.894568,131.678744,,,,,,
894.001929,131.679158,,,,,,
894.092139,131.680816,,,,,,
894.200354,131.681749,,,,,,
894.456702,131.684340,,,,,,
894.517615,131.684858,,,,,,
894.784216,131.686620,,,,,,
894.867041,131.687656,,,,,,
895.110999,131.688796,,,,,,
895.172766,131.690247,,,,,,
895.429114,131.691698,,,,,,
895.640295,131.692009,,,,,,
895.722388,131.694288,,,,,,
895.816138,131.695947,,,,,,
896.025183,131.696361,,,,,,
896.292395,131.698952,,,,,,
896.428076,131.700300,,,,,,
896.404028,131.702061,,,,,,
896.848059,131.702684,,,,,,
896.896155,131.704031,,,,,,
897.105139,131.706621,,,,,,
897.300940,131.706932,,,,,,
897.405432,131.707762,,,,,,
897.591956,131.708902,,,,,,
897.811682,131.710456,,,,,,
898.015112,131.712632,,,,,,
898.172339,131.713462,,,,,,
898.210791,131.713980,,,,,,
898.540198,131.716571,,,,,,
898.488440,131.717193,,,,,,
898.811438,131.718333,,,,,,
898.789832,131.720199,,,,,,
898.873083,131.721546,,,,,,
899.342749,131.723101,,,,,,
899.453223,131.723412,,,,,,
899.600439,131.725589,,,,,,
899.640479,131.726418,,,,,,
899.872473,131.727144,,,,,,
899.949255,131.729424,,,,,,
900.260046,131.730150,,,,,,
900.430396,131.732949,,,,,,
900.714026,131.733259,,,,,,
900.837988,131.734296,,,,,,
900.962744,131.737094,,,,,,
900.900427,131.738546,,,,,,
901.394507,131.739271,,,,,,
901.258215,131.741656,,,,,,
901.559790,131.740826,,,,,,
901.709570,131.742899,,,,,,
901.912634,131.744869,,,,,,
902.216772,131.746217,,,,,,
902.138525,131.746838,,,,,,
902.587805,131.748186,,,,,,
902.642126,131.749741,,,,,,
902.774756,131.751607,,,,,,
903.035376,131.751607,,,,,,
902.952185,131.754406,,,,,,
903.201086,131.754509,,,,,,
903.356116,131.756376,,,,,,
903.561987,131.757101,,,,,,
903.569189,131.758242,,,,,,
903.917517,131.760523,,,,,,
903.947913,131.762181,,,,,,
904.296179,131.763322,,,,,,
904.380042,131.764047,,,,,,
904.709631,131.765499,,,,,,
905.017920,131.766639,,,,,,
904.859351,131.767883,,,,,,
905.138098,131.769024,,,,,,
905.144507,131.771408,,,,,,
905.711829,131.772653,,,,,,
905.530981,131.774519,,,,,,
905.808813,131.775140,,,,,,
906.097510,131.776696,,,,,,
906.105505,131.777214,,,,,,
905.898718,131.780014,,,,,,
906.371802,131.780117,,,,,,
906.350256,131.783020,,,,,,
906.824011,131.784783,,,,,,
906.886206,131.786131,,,,,,
907.290503,131.785509,,,,,,
907.227454,131.788100,,,,,,
907.362646,131.789656,,,,,,
907.649939,131.790900,,,,,,
907.622412,131.790796,,,,,,
907.628882,131.792248,,,,,,
908.043372,131.794737,,,,,,
908.385229,131.795567,,,,,,
908.456213,131.798262,,,,,,
908.571997,131.799610,,,,,,
908.674414,131.801269,,,,,,
909.106055,131.803654,,,,,,
909.128210,131.804069,,,,,,
909.422705,131.805728,,,,,,
909.529456,131.806454,,,,,,
909.770422,131.807387,,,,,,
909.609167,131.809046,,,,,,
909.939429,131.809772,,,,,,
910.111914,131.811638,,,,,,
910.135962,131.812261,,,,,,
910.383032,131.813712,,,,,,
910.744177,131.815683,,,,,,
910.668494,131.816824,,,,,,
910.890967,131.816927,,,,,,
911.069556,131.820557,,,,,,
911.218115,131.821282,,,,,,
911.391394,131.822423,,,,,,
911.639319,131.823564,,,,,,
911.862402,131.824705,,,,,,
911.916724,131.825638,,,,,,
912.025122,131.827194,,,,,,
912.014685,131.828231,,,,,,
912.255347,131.829268,,,,,,
912.182410,131.832690,,,,,,
912.913794,131.832482,,,,,,
912.983191,131.835179,,,,,,
913.270178,131.836113,,,,,,
913.186682,131.836216,,,,,,
913.647803,131.838809,,,,,,
913.454993,131.840468,,,,,,
913.664526,131.841713,,,,,,
913.694800,131.841920,,,,,,
914.157385,131.843476,,,,,,
914.230994,131.844721,,,,,,
914.480627,131.846380,,,,,,
914.805945,131.847210,,,,,,
914.850134,131.849284,,,,,,
914.977087,131.849803,,,,,,
915.110449,131.851566,,,,,,
915.208777,131.852914,,,,,,
915.375830,131.853122,,,,,,
915.850684,131.856129,,,,,,
915.950171,131.858826,,,,,,
916.196814,131.858515,,,,,,
916.023718,131.860590,,,,,,
916.412451,131.860901,,,,,,
916.418799,131.862872,,,,,,
916.408911,131.864531,,,,,,
916.642371,131.864012,,,,,,
917.202490,131.866917,,,,,,
916.973364,131.868369,,,,,,
917.377112,131.870340,,,,,,
917.314185,131.871170,,,,,,
917.323767,131.871584,,,,,,
917.477332,131.873037,,,,,,
917.991125,131.873659,,,,,,
917.674170,131.875630,,,,,,
918.266760,131.876356,,,,,,
918.303198,131.877704,,,,,,
918.360876,131.879675,,,,,,
918.595862,131.881232,,,,,,
918.987891,131.882995,,,,,,
918.891211,131.883617,,,,,,
919.575720,131.885277,,,,,,
919.355078,131.886522,,,,,,
919.419897,131.887455,,,,,,
919.979041,131.889012,,,,,,
919.793066,131.890049,,,,,,
920.102271,131.891916,,,,,,
920.485266,131.893887,,,,,,
920.625098,131.894510,,,,,,
920.782080,131.896377,,,,,,
920.619971,131.897000,,,,,,
920.781226,131.900008,,,,,,
921.316382,131.900631,,,,,,
921.481177,131.901564,,,,,,
921.545142,131.902083,,,,,,
922.028845,131.904158,,,,,,
921.941016,131.904573,,,,,,
922.098792,131.906544,,,,,,
922.435461,131.908515,,,,,,
921.504065,131.909034,,,,,,
922.395422,131.911005,,,,,,
922.467993,131.913184,,,,,,
922.795081,131.912769,,,,,,
922.796729,131.915674,,,,,,
923.157141,131.917438,,,,,,
923.273108,131.917541,,,,,,
923.622046,131.918994,,,,,,
923.527991,131.920239,,,,,,
923.653113,131.921691,,,,,,
923.997412,131.923870,,,,,,
924.309790,131.924493,,,,,,
924.440710,131.925116,,,,,,
924.591467,131.926983,,,,,,
924.586646,131.928228,,,,,,
925.031042,131.930096,,,,,,
925.117163,131.930511,,,,,,
925.137366,131.933105,,,,,,
925.464758,131.933831,,,,,,
925.432104,131.935699,,,,,,
924.819678,131.937774,,,,,,
925.977881,131.937256,,,,,,
925.988562,131.939849,,,,,,
926.187659,131.939746,,,,,,
926.378760,131.940576,,,,,,
926.834448,131.941199,,,,,,
926.927283,131.942755,,,,,,
926.629004,131.944208,,,,,,
927.123389,131.945972,,,,,,
926.813025,131.945972,,,,,,
927.726355,131.948566,,,,,,
927.418066,131.947528,,,,,,
927.469885,131.950953,,,,,,
927.426733,131.951990,,,,,,
928.017310,131.954792,,,,,,
928.223303,131.955311,,,,,,
928.356848,131.956557,,,,,,
928.525732,131.956971,,,,,,
928.817297,131.958528,,,,,,
928.912695,131.961226,,,,,,
928.967383,131.961123,,,,,,
929.642981,131.961641,,,,,,
929.281226,131.962679,,,,,,
929.763831,131.967141,,,,,,
929.436072,131.966622,,,,,,
929.567725,131.968906,,,,,,
930.068640,131.970462,,,,,,
929.947546,131.970047,,,,,,
930.210974,131.972226,,,,,,
930.298438,131.973161,,,,,,
929.625159,131.974717,,,,,,
930.871680,131.977208,,,,,,
931.126013,131.977831,,,,,,
931.195654,131.980010,,,,,,
931.018286,131.980737,,,,,,
931.183447,131.982086,,,,,,
931.902197,131.982916,,,,,,
931.707922,131.984369,,,,,,
932.166174,131.985822,,,,,,
932.395728,131.986445,,,,,,
932.116858,131.989144,,,,,,
931.724524,131.989870,,,,,,
932.958044,131.990597,,,,,,
932.223669,131.992776,,,,,,
932.794714,131.993295,,,,,,
932.311072,131.996305,,,,,,
933.337500,131.995683,,,,,,
933.566077,131.997239,,,,,,
933.467322,131.999938,,,,,,
933.809729,132.000665,,,,,,
933.837988,132.003052,,,,,,
934.074316,132.004194,,,,,,
934.638037,132.006685,,,,,,
934.166296,132.006477,,,,,,
934.794165,132.008242,,,,,,
934.281775,132.007827,,,,,,
935.126746,132.009072,,,,,,
935.598730,132.011252,,,,,,
934.700842,132.011667,,,,,,
935.497290,132.014781,,,,,,
935.741492,132.013640,,,,,,
935.774268,132.016546,,,,,,
936.208716,132.017584,,,,,,
935.887732,132.019349,,,,,,
936.603918,132.019661,,,,,,
936.508643,132.020802,,,,,,
935.714148,132.023086,,,,,,
936.944006,132.022671,,,,,,
937.032263,132.024851,,,,,,
936.477881,132.024747,,,,,,
937.342383,132.029418,,,,,,
937.146887,132.029730,,,,,,
937.479102,132.030352,,,,,,
937.872961,132.033155,,,,,,
937.941748,132.032117,,,,,,
938.426367,132.036581,,,,,,
938.225317,132.037412,,,,,,
938.033301,132.039177,,,,,,
938.816504,132.038139,,,,,,
938.995459,132.040630,,,,,,
938.330420,132.042603,,,,,,
938.964636,132.043018,,,,,,
938.622656,132.047067,,,,,,
939.663062,132.047794,,,,,,
939.434851,132.047586,,,,,,
939.407568,132.050493,,,,,,
940.064490,132.050493,,,,,,
939.310583,132.050701,,,,,,
940.490820,132.053815,,,,,,
940.658057,132.052985,,,,,,
940.259924,132.055580,,,,,,
941.075293,132.057865,,,,,,
940.968726,132.057449,,,,,,
941.319983,132.060460,,,,,,
941.385107,132.060045,,,,,,
941.589331,132.063367,,,,,,
941.682471,132.062952,,,,,,
941.963477,132.065963,,,,,,
942.058325,132.065444,,,,,,
941.730200,132.067105,,,,,,
942.136572,132.068040,,,,,,
942.741187,132.069805,,,,,,
942.440283,132.070428,,,,,,
942.619666,132.074166,,,,,,
943.003394,132.074166,,,,,,
943.602332,132.074062,,,,,,
943.816016,132.075827,,,,,,
942.493872,132.076658,,,,,,
943.918188,132.078838,,,,,,
943.992651,132.078735,,,,,,
943.881934,132.081746,,,,,,
944.411230,132.081850,,,,,,
944.126379,132.084446,,,,,,
944.847632,132.086107,,,,,,
944.387671,132.086522,,,,,,
945.588416,132.089742,,,,,,
944.891394,132.090988,,,,,,
945.188452,132.090988,,,,,,
944.985571,132.091715,,,,,,
945.203406,132.092130,,,,,,
945.327185,132.094726,,,,,,
945.697546,132.096076,,,,,,
946.228552,132.097426,,,,,,
945.958472,132.098984,,,,,,
946.014807,132.099399,,,,,,
946.277502,132.101165,,,,,,
945.726294,132.102723,,,,,,
946.483130,132.104903,,,,,,
946.874121,132.104488,,,,,,
946.860754,132.106980,,,,,,
947.206213,132.109369,,,,,,
947.738440,132.110927,,,,,,
947.069983,132.110927,,,,,,
947.640051,132.112277,,,,,,
947.226172,132.113211,,,,,,
947.827856,132.114977,,,,,,
948.459387,132.117054,,,,,,
948.599036,132.119962,,,,,,
948.466467,132.118716,,,,,,
948.868689,132.121728,,,,,,
948.580542,132.123805,,,,,,
947.818396,132.122351,,,,,,
948.269568,132.122974,,,,,,
949.812231,132.126609,,,,,,
949.959814,132.126921,,,,,,
949.695471,132.128271,,,,,,
950.064124,132.128998,,,,,,
950.247412,132.131491,,,,,,
950.924719,132.132322,,,,,,
949.820959,132.133049,,,,,,
950.480994,132.136373,,,,,,
951.399329,132.136372,,,,,,
950.916052,132.138762,,,,,,
950.582495,132.139696,,,,,,
951.418677,132.141046,,,,,,
951.322302,132.141358,,,,,,
951.246863,132.142293,,,,,,
950.873999,132.146240,,,,,,
951.551245,132.145617,,,,,,
952.144080,132.149045,,,,,,
952.243140,132.148837,,,,,,
952.602820,132.152161,,,,,,
951.184607,132.152161,,,,,,
952.207373,132.153096,,,,,,
952.967627,132.155485,,,,,,
952.995581,132.154758,,,,,,
953.312903,132.156732,,,,,,
953.094519,132.158809,,,,,,
954.000220,132.159121,,,,,,
954.381384,132.159848,,,,,,
953.988745,132.163380,,,,,,
954.476111,132.164211,,,,,,
954.285132,132.165042,,,,,,
954.099280,132.167119,,,,,,
954.929724,132.169094,,,,,,
955.474036,132.170132,,,,,,
955.421362,132.170236,,,,,,
955.569495,132.173353,,,,,,
955.444128,132.173769,,,,,,
955.821875,132.174184,,,,,,
954.620581,132.175846,,,,,,
955.381323,132.177197,,,,,,
956.048560,132.178859,,,,,,
956.521582,132.178963,,,,,,
955.722632,132.180625,,,,,,
956.506628,132.181664,,,,,,
956.180762,132.183430,,,,,,
955.834937,132.185196,,,,,,
956.434790,132.185508,,,,,,
957.230750,132.187274,,,,,,
957.211523,132.190599,,,,,,
956.729163,132.189975,,,,,,
957.690283,132.191845,,,,,,
958.000037,132.193404,,,,,,
957.619299,132.194027,,,,,,
958.251501,132.196001,,,,,,
958.441321,132.198599,,,,,,
958.362463,132.198495,,,,,,
958.546423,132.201092,,,,,,
958.866492,132.202859,,,,,,
959.093115,132.201300,,,,,,
958.971655,132.205041,,,,,,
959.685522,132.205352,,,,,,
959.466956,132.206080,,,,,,
959.429175,132.207119,,,,,,
959.362646,132.208262,,,,,,
960.177954,132.209612,,,,,,
959.590308,132.212210,,,,,,
958.972327,132.212314,,,,,,
960.011694,132.213561,,,,,,
960.318701,132.214392,,,,,,
960.579321,132.216366,,,,,,
960.682410,132.219795,,,,,,
960.943152,132.219068,,,,,,
961.345251,132.222081,,,,,,
961.799841,132.221146,,,,,,
962.493079,132.224991,,,,,,
962.118018,132.223952,,,,,,
961.985083,132.224471,,,,,,
962.352332,132.226342,,,,,,
962.408362,132.226862,,,,,,
962.264075,132.228316,,,,,,
962.463354,132.229563,,,,,,
963.015601,132.231953,,,,,,
961.721106,132.234655,,,,,,
962.368018,132.234136,,,,,,
963.230566,132.234967,,,,,,
963.037573,132.238085,,,,,,
963.917151,132.239644,,,,,,
964.130408,132.239332,,,,,,
964.923254,132.242449,,,,,,
963.730261,132.240891,,,,,,
963.968726,132.242137,,,,,,
964.625281,132.246190,,,,,,
964.551367,132.245879,,,,,,
965.093542,132.249204,,,,,,
965.625403,132.252842,,,,,,
964.680396,132.253569,,,,,,
965.131140,132.253777,,,,,,
965.448889,132.253258,,,,,,
964.889929,132.254817,,,,,,
966.044287,132.257415,,,,,,
966.556738,132.256375,,,,,,
965.914282,132.258870,,,,,,
966.508521,132.260948,,,,,,
966.451880,132.261052,,,,,,
966.773901,132.263547,,,,,,
966.954565,132.264170,,,,,,
967.034033,132.265937,,,,,,
967.676245,132.269367,,,,,,
967.068030,132.270302,,,,,,
967.043860,132.271550,,,,,,
967.177039,132.271134,,,,,,
967.604651,132.272797,,,,,,
968.397620,132.276851,,,,,,
968.095801,132.277578,,,,,,
968.511755,132.277890,,,,,,
968.475073,132.281008,,,,,,
969.041174,132.280904,,,,,,
968.530249,132.280073,,,,,,
968.701025,132.282567,,,,,,
969.391882,132.285270,,,,,,
968.892920,132.287661,,,,,,
968.602515,132.286725,,,,,,
969.078772,132.289844,,,,,,
969.551245,132.289116,,,,,,
969.764075,132.293066,,,,,,
970.435950,132.292650,,,,,,
970.384741,132.291611,,,,,,
970.727026,132.296392,,,,,,
971.238806,132.296288,,,,,,
970.528601,132.297016,,,,,,
970.400366,132.298679,,,,,,
970.401892,132.302422,,,,,,
970.178076,132.298991,,,,,,
971.526953,132.300134,,,,,,
971.895789,132.305437,,,,,,
971.669958,132.306788,,,,,,
971.166541,132.308659,,,,,,
971.742346,132.308763,,,,,,
972.009741,132.308347,,,,,,
971.088660,132.309698,,,,,,
971.737097,132.312610,,,,,,
972.092444,132.313649,,,,,,
971.922583,132.315520,,,,,,
972.703101,132.315728,,,,,,
972.828467,132.317496,,,,,,
974.777136,132.322278,,,,,,
974.021277,132.319263,,,,,,
973.409338,132.321030,,,,,,
974.732764,132.324046,,,,,,
973.709875,132.324981,,,,,,
974.715796,132.328100,,,,,,
973.798499,132.328724,,,,,,
975.594763,132.329348,,,,,,
974.763098,132.329660,,,,,,
973.765295,132.332467,,,,,,
974.198950,132.331738,,,,,,
975.589636,132.335897,,,,,,
974.643713,132.337665,,,,,,
975.536719,132.339121,,,,,,
976.082251,132.338497,,,,,,
975.869727,132.340473,,,,,,
975.741858,132.341929,,,,,,
976.803992,132.342136,,,,,,
977.063391,132.344735,,,,,,
977.757971,132.346712,,,,,,
976.791968,132.347231,,,,,,
976.588354,132.347335,,,,,,
977.052039,132.349207,,,,,,
977.932166,132.351286,,,,,,
977.282324,132.352950,,,,,,
977.889258,132.351806,,,,,,
977.074622,132.354302,,,,,,
978.012000,132.354198,,,,,,
977.177954,132.357421,,,,,,
978.202368,132.356278,,,,,,
977.751990,132.359501,,,,,,
978.834204,132.360957,,,,,,
978.378027,132.364388,,,,,,
979.379980,132.365324,,,,,,
979.154822,132.365844,,,,,,
979.639746,132.365844,,,,,,
979.586829,132.367300,,,,,,
979.902258,132.367612,,,,,,
979.003638,132.370524,,,,,,
980.756995,132.370731,,,,,,
980.039526,132.372292,,,,,,
980.110571,132.375931,,,,,,
979.735266,132.377387,,,,,,
980.185400,132.379363,,,,,,
981.774634,132.379467,,,,,,
980.737891,132.378115,,,,,,
981.708899,132.383627,,,,,,
980.546667,132.383627,,,,,,
981.928442,132.382898,,,,,,
982.033545,132.384459,,,,,,
982.190710,132.386539,,,,,,
982.699377,132.390075,,,,,,
982.620337,132.387995,,,,,,
982.571753,132.392155,,,,,,
981.203467,132.391530,,,,,,
983.413489,132.393715,,,,,,
983.305151,132.393715,,,,,,
982.667395,132.394235,,,,,,
983.463110,132.399331,,,,,,
982.951025,132.398083,,,,,,
983.687048,132.399747,,,,,,
984.200415,132.402555,,,,,,
982.563208,132.404635,,,,,,
983.984595,132.405155,,,,,,
984.733252,132.408795,,,,,,
985.151160,132.407339,,,,,,
984.872839,132.409107,,,,,,
983.933325,132.409419,,,,,,
984.295813,132.411084,,,,,,
984.282935,132.412852,,,,,,
985.225073,132.412435,,,,,,
984.779883,132.414308,,,,,,
985.834509,132.418261,,,,,,
986.652258,132.417948,,,,,,
985.868323,132.421693,,,,,,
985.652625,132.422213,,,,,,
985.920447,132.420757,,,,,,
986.657324,132.422838,,,,,,
987.088904,132.423877,,,,,,
987.151526,132.425749,,,,,,
986.985571,132.425958,,,,,,
986.583472,132.428038,,,,,,
986.428564,132.428974,,,,,,
986.705908,132.433759,,,,,,
987.554358,132.433447,,,,,,
988.396338,132.433343,,,,,,
987.546606,132.436152,,,,,,
988.272681,132.434800,,,,,,
987.938208,132.437193,,,,,,
988.711157,132.438961,,,,,,
988.542151,132.439689,,,,,,
988.493628,132.442393,,,,,,
989.033972,132.441249,,,,,,
988.603491,132.444682,,,,,,
989.603979,132.446347,,,,,,
989.535315,132.447491,,,,,,
989.323340,132.448219,,,,,,
989.525854,132.450299,,,,,,
989.218665,132.451132,,,,,,
990.665442,132.452068,,,,,,
989.998877,132.452692,,,,,,
990.340063,132.455709,,,,,,
990.638647,132.457166,,,,,,
990.743567,132.458206,,,,,,
990.198706,132.460495,,,,,,
991.727393,132.464865,,,,,,
991.082617,132.462783,,,,,,
991.678931,132.465801,,,,,,
992.045752,132.466425,,,,,,
991.412390,132.466321,,,,,,
991.100867,132.468922,,,,,,
992.001685,132.468714,,,,,,
992.019873,132.469339,,,,,,
991.879858,132.471211,,,,,,
992.586462,132.473084,,,,,,
992.849463,132.473812,,,,,,
993.434973,132.473604,,,,,,
992.560645,132.477662,,,,,,
992.683569,132.477870,,,,,,
992.942236,132.477038,,,,,,
993.886633,132.480159,,,,,,
993.700476,132.479847,,,,,,
993.735327,132.483905,,,,,,
994.307471,132.485778,,,,,,
993.724768,132.484945,,,,,,
995.549780,132.488899,,,,,,
994.229895,132.488171,,,,,,
994.947241,132.489420,,,,,,
994.329871,132.489315,,,,,,
994.092261,132.491188,,,,,,
995.198767,132.493478,,,,,,
995.529578,132.496911,,,,,,
995.550574,132.494622,,,,,,
994.691504,132.497224,,,,,,
995.254919,132.500345,,,,,,
995.171301,132.501906,,,,,,
996.164221,132.503883,,,,,,
995.590491,132.502218,,,,,,
995.511816,132.505340,,,,,,
996.591711,132.505964,,,,,,
996.273840,132.507734,,,,,,
997.309485,132.510543,,,,,,
996.668921,132.510335,,,,,,
996.640234,132.511272,,,,,,
997.155249,132.512937,,,,,,
997.093604,132.517932,,,,,,
996.722266,132.514081,,,,,,
998.997717,132.515122,,,,,,
998.268286,132.520013,,,,,,
998.613684,132.518557,,,,,,
998.848364,132.521991,,,,,,
998.764685,132.521262,,,,,,
998.140540,132.525632,,,,,,
998.284766,132.521678,,,,,,
1000.134436,132.529067,,,,,,
1000.022192,132.528547,,,,,,
999.396643,132.530524,,,,,,
999.812537,132.529484,,,,,,
1000.147437,132.532294,,,,,,
999.395789,132.533543,,,,,,
999.930212,132.534167,,,,,,
1000.364966,132.535832,,,,,,
1000.220740,132.537393,,,,,,
1000.298254,132.538538,,,,,,
1000.166418,132.538850,,,,,,
1001.206152,132.540307,,,,,,
1001.807288,132.545407,,,,,,
1000.694312,132.545407,,,,,,
1000.739294,132.542285,,,,,,
1001.498389,132.546448,,,,,,
1002.304480,132.549050,,,,,,
1002.525488,132.550924,,,,,,
1002.680640,132.551236,,,,,,
1002.607336,132.550715,,,,,,
1002.017554,132.553734,,,,,,
1002.421790,132.555191,,,,,,
1003.450293,132.556128,,,,,,
1002.585669,132.557273,,,,,,
1003.027014,132.559042,,,,,,
1002.933203,132.559563,,,,,,
1003.217566,132.559875,,,,,,
1002.981360,132.562789,,,,,,
1004.027747,132.561852,,,,,,
1004.020178,132.564455,,,,,,
1003.396948,132.566433,,,,,,
1004.115759,132.566641,,,,,,
1004.053564,132.570700,,,,,,
1004.720679,132.571950,,,,,,
1003.619421,132.569139,,,,,,
1005.026587,132.572991,,,,,,
1006.456091,132.574552,,,,,,
1005.840552,132.572886,,,,,,
1005.269507,132.579133,,,,,,
1005.416541,132.579133,,,,,,
1006.013525,132.580902,,,,,,
1005.351965,132.580694,,,,,,
1006.076331,132.583817,,,,,,
1006.725623,132.585795,,,,,,
1007.546118,132.586628,,,,,,
1006.424353,132.587148,,,,,,
1006.685400,132.589126,,,,,,
1006.389807,132.589230,,,,,,
1007.233435,132.589751,,,,,,
1007.692297,132.591625,,,,,,
1007.683081,132.592978,,,,,,
1008.126929,132.595893,,,,,,
1008.473059,132.595581,,,,,,
